smiles,BDE,Density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,Td
NC1=C(N[N+](=O)[O-])N(N)C(N[N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,142.6014855,1.842851148,8135.447655,30.47538909,5497.72957,3787.068415,678.4777415,687.9781583,124.7121214
O=c1c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,142.6005607,1.844796064,8310.320194,30.81862214,5684.120191,3512.170389,624.5991172,296.0662024,93.55754823
NC(N)=C1N=C([N+](=O)[O-])N([N+](=O)[O-])N1N[N+](=O)[O-],142.5975222,1.878755077,8617.420862,35.16408474,5451.698324,3822.402395,710.5751668,179.8882873,152.1787079
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C(N[N+](=O)[O-])N1C=N[N+](=O)[O-],142.5952235,1.799530095,8124.718583,29.7408941,5586.344544,3761.310825,660.8971776,787.0920051,97.22895385
O=c1[nH]c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])n1N[N+](=O)[O-],142.5945894,1.791427006,8056.015605,30.7990593,5395.745129,3532.273847,647.2448506,83.43505633,127.9564167
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1N,142.5828183,1.855391569,8282.440307,31.59164597,4791.948415,3284.990315,699.0448125,-91.19360479,123.5037369
O=[N+]([O-])N=Cc1n[nH]c2nc3c(c([N+](=O)[O-])nn3N[N+](=O)[O-])c(N[N+](=O)[O-])c12,142.5793571,1.85320808,8019.478322,28.53134709,5290.631376,3347.107949,623.6664305,471.4331104,148.5834791
O=c1n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],142.5712719,1.870456473,8331.835321,33.11481233,5393.472002,3403.603495,626.127631,134.3703073,114.1223764
O=c1n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],142.5712587,1.870456473,8331.835018,33.11481233,5393.471849,3403.603699,626.1276452,134.3703073,114.1223764
Nc1n[nH]c2c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c12,142.5624866,1.97179335,8173.611969,32.54869044,4379.778018,2971.957439,631.726204,-80.5408603,193.6353326
O=[N+]([O-])N=Cc1cc2n(N[N+](=O)[O-])nc([N+](=O)[O-])n2n1,142.5574003,1.811583283,8097.999866,30.80029903,5905.213562,3786.528832,650.9360155,359.4124445,129.2675143
Nc1nc2c3nc([N+](=O)[O-])n([N+](=O)[O-])c3nc(N[N+](=O)[O-])n2c1[N+](=O)[O-],142.5572418,1.842278197,8210.398701,31.75943928,5238.753243,3456.525826,628.2716183,351.9846322,148.860834
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1[N+](=O)[O-],142.5505042,1.854314466,8912.947118,36.34011299,6019.066773,4012.010499,670.663946,286.9877464,95.32484665
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1[N+](=O)[O-],142.550491,1.854314466,8912.946815,36.34010958,6019.066773,4012.010702,670.663966,286.9877802,95.32484665
O=[N+]([O-])NN1N=CNN=C1[N+](=O)[O-],142.5417189,1.840572794,8501.417582,33.48762497,5697.007919,4084.553572,722.0797832,302.04389,177.8167089
O=[N+]([O-])N=Cc1nc(N[N+](=O)[O-])c2nn[nH]c2c1[N+](=O)[O-],142.5220873,1.834762737,8001.488531,29.97386107,5694.49973,3493.813558,631.3649331,408.0853152,159.0699046
NC1=NC(=C(N)N[N+](=O)[O-])N(N[N+](=O)[O-])N1N[N+](=O)[O-],142.5206341,1.86401497,8482.743699,33.09488797,5366.735515,4006.008343,729.7204073,309.5081664,157.9157542
O=C1NC(=C([N+](=O)[O-])[N+](=O)[O-])N(C=N[N+](=O)[O-])N=C1[N+](=O)[O-],142.5033541,1.811061742,8162.148187,31.61291408,5708.389297,3444.008279,619.8368926,52.14874212,115.0632803
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1C=N[N+](=O)[O-],142.4924021,1.802151793,8226.888156,31.31461997,5695.675496,3690.45629,641.1843989,185.2553694,95.66747129
O=c1n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1[N+](=O)[O-],142.4818729,1.821399332,8567.598177,34.01828067,5876.366106,3807.927026,651.1004044,270.1359129,90.70283534
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])c([N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],142.480816,1.812623763,8601.828579,34.90872589,6178.350433,3981.014348,660.0885077,307.6161504,109.86218
O=C1N(N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])N1N[N+](=O)[O-],142.4683448,1.931444136,8903.601992,37.20568515,5591.792682,3645.902999,667.287875,-151.1331638,114.7676208
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])c1[N+](=O)[O-],142.465597,1.774581121,8187.975189,30.51236102,5971.039645,3739.793198,637.5394595,390.0301989,108.7083529
NN=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],142.4653195,1.818492062,8122.723894,31.39752842,5625.230256,3563.58333,638.4508723,139.476502,154.8572356
Nn1nc2c([N+](=O)[O-])nn([N+](=O)[O-])c(=N[N+](=O)[O-])c2n1,142.4527558,1.920306229,9068.966036,37.58754083,6147.828203,4312.014933,673.1233822,444.3699679,146.0633649
Nn1nc(N[N+](=O)[O-])nnc1=O,142.4499023,1.789289792,8447.269685,32.56338304,5163.997574,3944.397535,747.0143289,229.0637553,139.1959925
O=c1[nH]c([N+](=O)[O-])nn2c(N[N+](=O)[O-])nc([N+](=O)[O-])c12,142.4469694,1.901159882,8304.563146,33.6025055,5414.169793,3463.493006,636.9972693,108.0464414,141.9332081
NN=c1c2c(nc([N+](=O)[O-])n1C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],142.4431646,1.871670342,8372.623253,33.22593786,5540.475762,3661.066276,640.0080523,257.8757583,142.2032647
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2c(nnn2N[N+](=O)[O-])c1[N+](=O)[O-],142.4402054,1.775001127,8098.477245,28.57516909,5960.733008,3749.006405,619.7171609,467.7711656,123.3263133
O=c1c2c(C=N[N+](=O)[O-])nn(N[N+](=O)[O-])c2nc2n(N[N+](=O)[O-])cc([N+](=O)[O-])n12,142.4362156,1.793653517,8002.537858,27.60631563,5387.889979,3354.359876,626.9195567,282.3318163,107.447785
O=c1n(N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],142.4213004,1.845443165,8653.021268,34.9844688,5965.773228,4008.89304,669.5594205,225.6484837,104.7308878
Nc1c(C=N[N+](=O)[O-])n[n+](=O)[n-]c1C=N[N+](=O)[O-],142.4211022,1.767950213,8010.810621,28.3569254,5718.245221,3918.99987,678.6609295,283.8583131,137.648412
Nc1nn([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c12,142.4186978,1.841088406,8052.45814,30.57118255,5336.503366,3276.306315,630.2544307,163.8364026,142.3426459
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],142.4091331,1.799041416,8111.525928,30.68062328,5344.72303,3566.830394,661.9458586,250.353173,110.8596258
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],142.4091331,1.799041416,8111.525928,30.68062328,5344.72303,3566.830394,661.9458586,250.353173,110.8596258
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C(N[N+](=O)[O-])N1N,142.4091066,1.84820698,8181.539807,30.78917386,5516.304471,3809.552084,679.2114087,684.6232551,125.9974434
O=c1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])nn1[N+](=O)[O-],142.4079441,1.925190049,8995.718705,38.06708452,6104.037988,3868.872103,625.1775571,260.9358422,151.0636656
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n(N[N+](=O)[O-])c21,142.4067286,1.752621013,8196.056092,29.86382521,5322.483584,3679.581605,681.8328374,278.1132532,106.3454651
Nn1c([N+](=O)[O-])c(N[N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc12,142.3931609,1.837530674,8049.083444,30.46140418,5426.903768,3364.113582,618.587679,198.0363533,141.2624673
Nc1nc2c(=NN[N+](=O)[O-])[nH]c(=O)n([N+](=O)[O-])c2n1[N+](=O)[O-],142.3897525,1.877019305,8125.99493,32.67910256,4724.77325,3373.3509,663.9802686,104.0758851,153.154979
O=[N+]([O-])Nc1cc2nn(N[N+](=O)[O-])nnc-2c1[N+](=O)[O-],142.3895015,1.85083533,8275.316892,31.06124605,6125.930192,3803.027232,644.7115098,437.9508617,119.3367357
Nc1nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1[N+](=O)[O-],142.3890259,1.846953993,8422.728729,34.73990941,5542.133267,3756.545723,673.5350283,348.2922669,110.4772389
O=[N+]([O-])Nn1ncc2c1cnn2N[N+](=O)[O-],142.3773738,1.821657933,8009.11509,29.37790551,5528.594305,3853.575151,672.416889,328.7066698,142.4525214
O=c1c2c(C=N[N+](=O)[O-])nn(N[N+](=O)[O-])c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,142.3771888,1.83028777,8378.152674,31.09572658,5705.442775,3576.019899,627.3420202,338.4443501,97.45475375
N=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1N,142.3662501,1.807123428,8000.498613,29.87329797,5166.440807,3345.077999,643.5547444,200.3518261,115.2264822
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc[nH]c1=N[N+](=O)[O-],142.3570552,1.843457432,8131.333703,31.06967348,5621.379558,3619.092488,640.2311406,119.9201774,147.310016
O=[N+]([O-])Nn1ncc2c([N+](=O)[O-])nc([N+](=O)[O-])nc21,142.354598,1.872470947,8319.117924,32.92355622,5943.095448,3894.273226,631.9621679,332.3023038,143.3475113
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2c1N[N+](=O)[O-],142.3543866,1.834264948,8204.538903,32.71830839,5055.294165,3607.794193,666.2603427,295.4401672,152.814427
O=[N+]([O-])N=CC(=C1N=C([N+](=O)[O-])N=C(N[N+](=O)[O-])N1N[N+](=O)[O-])[N+](=O)[O-],142.3434214,1.821153745,8649.7569,34.6125088,5801.718033,3836.870642,661.810434,325.3136818,124.3082584
O=c1n(C=N[N+](=O)[O-])c([N+](=O)[O-])cc(=NN[N+](=O)[O-])n1N[N+](=O)[O-],142.3392996,1.803714863,8265.529243,32.18021601,5697.578149,3713.806304,660.1380847,92.8417571,113.4206121
NC1=NC([N+](=O)[O-])=NC(=C([N+](=O)[O-])[N+](=O)[O-])N1N,142.336446,1.861695076,8323.969012,32.52592852,5416.868568,3503.430945,678.8375311,135.9788822,176.5173323
O=[N+]([O-])N=Cc1c[n-][n+](=O)c([N+](=O)[O-])n1,142.3350456,1.780341756,8248.791854,31.0584153,6082.47102,4026.882417,649.6791709,207.2768384,138.2421418
O=c1[nH]c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])[nH]1,142.3329319,1.937929383,8195.659639,34.18501843,4571.903192,3141.580703,707.6817333,-192.8384384,147.2847254
NN1C(=O)N(N[N+](=O)[O-])C(=O)N(N)C(N[N+](=O)[O-])=C1N[N+](=O)[O-],142.3290478,1.893726019,8366.473996,32.60326586,5063.270514,3432.451789,698.37713,-63.00470803,122.4315806
N=C1N=C([N+](=O)[O-])C(=O)N1N[N+](=O)[O-],142.3250845,1.814833427,8176.460183,29.04688901,4774.478822,3117.879105,662.1180113,-5.908849543,149.8003636
O=c1n([N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc([N+](=O)[O-])n12,142.3201568,1.930815943,8341.942435,34.0205214,5622.25332,3344.257026,595.9543428,177.8358965,131.8644227
NN1C(=O)N([N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C=C1[N+](=O)[O-],142.3173957,1.912715824,8396.424347,33.6366859,4893.114725,3199.806193,673.6991083,-161.5176784,143.6987389
O=[N+]([O-])N=CC1=C([N+](=O)[O-])NC(N[N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,142.3097862,1.788949955,8250.617718,31.05606374,5761.478501,3668.410677,624.7050364,591.7493,96.94434101
NN1C=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1N[N+](=O)[O-],142.3050698,1.799630383,8339.912889,30.11132959,5925.744609,3714.691164,641.9076512,570.4189951,113.7154632
Nc1nc2c(=O)n(N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],142.3038412,1.843357144,8116.327611,31.79739685,5128.32554,3515.720918,665.1436563,-19.3150922,126.9359661
O=[N+]([O-])N=CN=c1n(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n1N[N+](=O)[O-],142.2897054,1.776719401,8561.438918,33.29223529,6098.244899,4094.733838,674.9588328,338.1273147,95.72383674
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2nnc(C=N[N+](=O)[O-])n2c1[N+](=O)[O-],142.2890713,1.797198668,8198.089578,32.05053715,5978.067341,3674.970626,612.4382035,445.7794419,160.7359231
O=[N+]([O-])C=C1N=CNN1N[N+](=O)[O-],142.2870632,1.762429813,8028.53702,28.39300377,5767.404252,3742.520211,697.9404339,155.5815634,138.6766644
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])n1N[N+](=O)[O-],142.2864951,1.744864956,8104.491321,29.51360226,5356.633067,3588.551383,642.0790174,298.9637508,90.71499188
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2C=N[N+](=O)[O-])n1N[N+](=O)[O-],142.2864951,1.744864956,8104.491321,29.51360226,5356.633067,3588.551383,642.0790174,298.9637508,90.71499188
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c1nc(N[N+](=O)[O-])n2C=N[N+](=O)[O-],142.2743939,1.765426923,8023.214008,29.7111491,5227.508958,3539.305728,674.5158643,244.2545798,106.6026339
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c1nc(N[N+](=O)[O-])n2C=N[N+](=O)[O-],142.2743939,1.765426923,8023.214008,29.7111491,5227.508958,3539.305728,674.5158643,244.2545798,106.6026339
O=c1[nH]c2nnc([N+](=O)[O-])n2c(N[N+](=O)[O-])c1[N+](=O)[O-],142.274341,1.950376421,8537.35958,35.31069691,5522.096032,3466.481063,630.4065602,167.0301546,143.2330643
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],142.2693869,1.817343304,8229.231711,31.07049201,5500.480309,3445.170663,625.2356645,277.0905692,127.8792293
O=c1[nH]c(=NC=N[N+](=O)[O-])c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n1[N+](=O)[O-],142.2693869,1.817343304,8229.231711,31.07049201,5500.480309,3445.170663,625.2356645,277.0905692,127.8792293
O=C1C(=N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1N[N+](=O)[O-],142.269334,1.874247319,8169.66078,32.86466477,4793.407538,2985.838696,639.2449072,-245.3901099,104.7470279
O=c1[nH]c([N+](=O)[O-])cc(=N[N+](=O)[O-])n1[N+](=O)[O-],142.2681186,1.916473916,8385.957758,34.15001267,5432.889736,3554.710516,627.4289082,-69.63033462,137.5165827
O=c1c([N+](=O)[O-])nn([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],142.2628078,1.858501584,8313.25176,33.3772327,5586.716393,3384.926719,633.5219414,-26.28732224,124.5487946
O=c1[nH]c(C=N[N+](=O)[O-])nc2c1n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],142.25681,1.833361162,8072.752084,31.2999666,4985.583607,3215.881086,654.0959946,-31.14842222,111.292616
O=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],142.2567571,1.823527905,8046.525295,30.65055939,5560.474941,3286.439988,604.8541069,236.5598703,130.9790169
O=[N+]([O-])N=Cc1nn(N[N+](=O)[O-])c2nnc3n(N[N+](=O)[O-])nc(C=N[N+](=O)[O-])n1-n23,142.2526749,1.816908566,8362.80681,31.20912694,5820.886397,3934.95706,662.2783572,783.1902749,116.4650081
Nc1nn([N+](=O)[O-])c2c1cnn2[N+](=O)[O-],142.2525296,1.844581461,8015.624731,30.21241621,5677.262295,3625.345717,646.5430768,291.526755,171.0853561
Nc1c([N+](=O)[O-])ncn(C=N[N+](=O)[O-])c1=NN[N+](=O)[O-],142.2497553,1.792005163,8052.817615,28.93710382,5194.262887,3659.840921,683.8294555,227.5455642,137.5133782
O=[N+]([O-])N=Cc1nc2noc([N+](=O)[O-])c2n1[N+](=O)[O-],142.2486852,1.782985453,8275.050469,32.80396915,6387.188663,3849.661135,590.0732917,331.2097977,119.6167476
O=c1c2c([N+](=O)[O-])nn(N[N+](=O)[O-])c2nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,142.2478793,1.867518618,8360.699368,32.0021979,5805.434389,3527.012805,617.5795821,315.8028556,101.6772531
Nn1c([N+](=O)[O-])c([N+](=O)[O-])n(N[N+](=O)[O-])c1=N[N+](=O)[O-],142.2463733,1.902255748,9139.920125,40.06080099,6263.073443,4610.985368,702.2252039,215.8128566,103.1254021
Nn1cnc([N+](=O)[O-])c(C=N[N+](=O)[O-])c1=NN[N+](=O)[O-],142.2378918,1.776170745,8032.39637,28.62551885,5465.492063,3843.78187,682.9188394,264.0501497,136.0429778
O=[N+]([O-])Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc21,142.2332812,1.937422375,8706.624195,34.83516231,6188.193672,3772.330986,596.2091835,477.6389689,150.7157822
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c(=N[N+](=O)[O-])n1C=N[N+](=O)[O-],142.2303615,1.868408665,8605.285111,35.12317535,5776.183141,3786.417334,648.5248237,194.0178366,134.2669074
O=[N+]([O-])NC1=NNC([N+](=O)[O-])=NN1N[N+](=O)[O-],142.2284063,1.891760351,9220.24965,38.88212958,5862.601406,4188.971551,723.5979656,301.5468298,126.8081975
O=c1nc2n(N[N+](=O)[O-])nc([N+](=O)[O-])nc-2n1C=N[N+](=O)[O-],142.2262925,1.862560323,8348.618477,33.65019163,5420.816623,3545.109101,658.052608,257.681553,110.4215937
O=[N+]([O-])NN=c1c2nc(N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1N[N+](=O)[O-],142.2253281,1.819786733,8318.478993,33.10876544,5392.491255,3587.128058,668.0415921,374.9836103,113.7914893
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c21,142.2238089,1.853721559,8521.434494,34.67874143,5662.05024,3889.693887,666.9699521,218.3219607,107.1397778
O=c1n([N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])nn([N+](=O)[O-])c3ncn12,142.2202022,1.909408848,8109.082047,31.72118499,5354.905411,3150.842233,585.8438752,24.60260175,153.7219226
Nc1nn(C=N[N+](=O)[O-])c2nnc3n([N+](=O)[O-])nc(N[N+](=O)[O-])n1-n23,142.2016143,1.822682361,8164.549331,31.21072307,5499.100049,3706.374211,671.8064004,709.6765483,134.5187623
Nn1c(N[N+](=O)[O-])c([N+](=O)[O-])[nH]c1=NC=N[N+](=O)[O-],142.2010595,1.80264998,8211.421658,32.12432753,5268.014731,3798.357351,708.7247297,205.8568304,144.0809237
O=[N+]([O-])N=CN=c1[nH]nc(N[N+](=O)[O-])c2nn(N[N+](=O)[O-])nc12,142.1888393,1.841989769,8166.085433,32.18705072,5437.64507,3775.2519,689.105028,541.4999631,134.2266416
NN1C(=O)N(N[N+](=O)[O-])C(C=N[N+](=O)[O-])=C([N+](=O)[O-])N(N[N+](=O)[O-])C1=O,142.1836077,1.861036841,8336.329055,32.92968155,4933.949705,3438.353841,676.3758504,-53.46675325,141.4825785
O=[N+]([O-])N=CN=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1N[N+](=O)[O-],142.1828151,1.780824813,8030.291353,28.91216938,5610.121518,3629.89118,627.2494234,453.5575124,108.4173972
O=c1n(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])c(=NN[N+](=O)[O-])n1C=N[N+](=O)[O-],142.1698022,1.825013427,8261.901763,31.82360171,5719.797116,3751.472782,648.3158493,160.5710054,96.88433742
O=c1[nH]c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],142.1646631,1.863127236,8487.076185,34.10795222,5490.94045,3600.110721,656.6269398,142.3734426,102.5110708
Nn1nnn2nc(N[N+](=O)[O-])c(C=N[N+](=O)[O-])c12,142.1639894,1.777703373,8033.361132,29.54389124,5506.674898,4082.507956,714.6223639,515.042733,147.0682377
Nn1c(=NN[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,142.1610829,1.81474807,8277.389478,32.99425666,5584.706449,3835.844375,678.6249545,164.2563817,113.0644713
NN1N=C([N+](=O)[O-])N(N[N+](=O)[O-])N=C1N[N+](=O)[O-],142.1536451,1.881151976,9190.513892,38.97492177,6111.249394,4455.535228,741.4423029,384.3954768,134.516708
O=[N+]([O-])NC1=C([N+](=O)[O-])NC([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,142.1453618,1.859677926,8400.301579,32.54578125,5547.710704,3662.706187,643.7297169,521.4420541,110.449736
O=[N+]([O-])NN=c1c2nn(N[N+](=O)[O-])nc2cnn1N[N+](=O)[O-],142.1386374,1.831094232,8622.993324,33.98283837,5897.447973,4145.686038,693.8891153,527.2326941,124.2964106
O=c1nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c12,142.136484,1.811248074,8073.636222,30.60347522,5732.944512,3377.253827,606.3704823,228.2499635,129.8390699
O=c1[nH]c2nc(C=N[N+](=O)[O-])[nH]c2c(=N[N+](=O)[O-])n1[N+](=O)[O-],142.1348194,1.890229855,8138.447116,31.93209772,5078.687827,3156.363708,639.164624,89.14397282,143.0543323
O=c1[nH]c2nc(C=N[N+](=O)[O-])[nH]c2c(=N[N+](=O)[O-])n1[N+](=O)[O-],142.1348194,1.890229855,8138.447116,31.93209772,5078.687827,3156.363708,639.164624,89.14397282,143.0543323
N=c1n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],142.1306447,1.808301506,8059.6837,31.19334979,5690.413512,3389.594972,617.2209481,145.4306567,111.3260942
O=c1[nH]c2c(=NN[N+](=O)[O-])n(C=N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],142.1275137,1.868692646,8411.33375,32.97558397,5449.817526,3436.735396,654.3248853,201.3813302,117.3881771
Nn1c(=O)n(N)c2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc21,142.1240921,1.817376493,8033.755462,29.86802528,5034.265484,3405.341374,667.8240624,155.2074009,128.1072489
NC1=NC([N+](=O)[O-])=NC(=C[N+](=O)[O-])N1[N+](=O)[O-],142.1204987,1.833062142,8166.529775,31.65081708,5322.49902,3368.635139,648.5028725,88.60599175,183.5689233
Nc1nnnc(N[N+](=O)[O-])c1C=N[N+](=O)[O-],142.1190851,1.746806817,8028.133293,28.76724031,5433.215888,4006.474273,713.7972813,349.7758846,143.467276
NC1=CN([N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1N[N+](=O)[O-],142.1153332,1.865612891,8361.836592,32.94681609,4843.576508,3212.557112,692.1093055,-121.4173144,132.2697116
N=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n1[N+](=O)[O-],142.1147519,1.83763436,8446.916879,33.74294119,5956.618973,3719.321777,625.765475,209.1435659,137.4451318
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])nc2nc(N[N+](=O)[O-])nn12,142.1141706,1.801901615,8112.111514,30.9361987,5187.253225,3532.925538,668.0932917,301.6512928,168.4403471
NN=c1c2[nH]c(=O)n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],142.1088466,1.875527131,8154.461615,31.25744743,5135.014247,3279.509024,649.7047485,206.6098486,146.2003059
O=c1[nH]c([N+](=O)[O-])nc2c(N[N+](=O)[O-])nc([N+](=O)[O-])n12,142.0874843,1.916510575,8301.693715,33.42392466,5389.364234,3418.044275,633.6027923,107.0590398,159.4165753
Nn1nc([N+](=O)[O-])c2c(N[N+](=O)[O-])c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc21,142.0864407,1.843684689,8157.015824,29.86418161,5735.115086,3615.148563,635.0216747,423.572242,162.6870762
NN=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],142.0800465,1.921001919,8901.989207,37.40107312,5914.656676,3785.160544,640.6003656,234.4559234,138.6272262
NC(C=N[N+](=O)[O-])=C1N=C([N+](=O)[O-])N(C=N[N+](=O)[O-])N1N[N+](=O)[O-],142.0773779,1.793448964,8340.763989,32.06264456,5602.386039,3775.714371,674.9094812,314.0310024,147.5477776
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])c2nn([N+](=O)[O-])nc2n1[N+](=O)[O-],142.0765852,1.887695539,8351.252401,33.79151065,6032.169694,3624.121481,598.9088145,245.598182,125.3797165
Nn1nnc2c([N+](=O)[O-])c(N[N+](=O)[O-])nc(N[N+](=O)[O-])c21,142.0733089,1.805878974,8147.629174,30.04173076,5681.262008,3774.31068,659.4237092,419.9788364,145.9058003
O=[N+]([O-])N=Cc1nc(C=N[N+](=O)[O-])c2c(n1)c([N+](=O)[O-])nn2[N+](=O)[O-],142.0726748,1.806416423,8089.221837,30.27738012,6003.753235,3567.871412,607.148214,396.2231262,144.3567977
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2nn[nH]c2c1N[N+](=O)[O-],142.0699269,1.859978899,8071.973425,30.07549849,5603.736955,3479.805442,636.9564548,402.7308267,155.0419024
