smiles,BDE,Density,DetoD,DetoP,DetoQ,DetoT,DetoV,HOF_S,Td
O=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])nn([N+](=O)[O-])c12,183.4677169,1.939035878,8505.911317,34.26940194,5518.162649,3389.41155,602.4807922,48.23391183,194.0403077
O=[N+]([O-])Nn1cnc2c1nc([N+](=O)[O-])n1c([N+](=O)[O-])c([N+](=O)[O-])nc21,183.4514674,1.888971988,8358.935639,32.8364835,5747.351733,3555.08387,605.3692391,433.3995971,173.1973886
Nn1c(=O)[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=N[N+](=O)[O-])c21,183.4307921,1.944065684,8430.674449,35.40207543,5169.918434,3586.188873,653.4297282,55.19927107,141.4730238
O=c1[nH]c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],183.4172112,1.92835621,8366.865598,33.05593111,5398.738572,3354.666799,631.5603221,77.66143287,144.6839731
Nn1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=O)n(N)c1=NN[N+](=O)[O-],183.4060215,1.79847942,8030.139197,30.71364069,5161.019262,3610.052326,695.7349767,127.5073177,151.2457895
Nn1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])n(N)c1=O,183.389435,1.797923967,8054.50466,30.383794,5146.253029,3641.796202,696.3729468,153.8236544,151.9996012
NN=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],183.3786614,1.862668926,8135.855019,32.19760804,4982.458878,3460.165981,654.646225,114.9121658,142.0167383
NN=c1c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N)c(=O)n1[N+](=O)[O-],183.3786614,1.862668926,8135.855019,32.19760804,4982.458878,3460.165981,654.646225,114.9121658,142.0167383
N=c1c([N+](=O)[O-])cnc([N+](=O)[O-])n1[N+](=O)[O-],183.3706291,1.850260608,8530.92541,33.59331751,6019.240089,3827.203306,624.6664062,153.1070666,155.5323422
O=c1nc([N+](=O)[O-])[nH]nc1C=N[N+](=O)[O-],183.3536662,1.845734484,8024.73738,30.89132626,5139.079374,3280.188489,650.3266532,20.73542805,167.1990816
Nn1c(=O)[nH]c2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc21,183.3450262,1.878795785,8246.11095,32.52130042,5083.805688,3488.15027,664.5815924,85.9303175,144.9132641
O=[N+]([O-])c1nc([N+](=O)[O-])nc([N+](=O)[O-])n1,183.3134254,1.877467673,9098.02649,39.19522712,6548.767917,4401.407583,639.6930761,274.3213206,157.5192667
NN=c1n([N+](=O)[O-])c(N)c(N)n1[N+](=O)[O-],183.3024867,1.846171067,8357.144328,31.54337322,4838.81017,3717.578303,746.6162698,157.963752,191.1934027
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c2nnn([N+](=O)[O-])c12,183.2910592,1.908480587,8606.703005,32.32247122,5912.197853,3675.906352,622.6820299,331.1875141,181.3123152
Nc1nc([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nn12,183.2861711,1.909424286,8534.441956,34.05513494,5646.235553,3548.703375,631.3233971,141.6513176,187.1138975
O=[N+]([O-])N=c1cc([N+](=O)[O-])nc([N+](=O)[O-])[nH]1,183.2823135,1.875651714,8445.40745,33.70252632,5422.278804,3561.047979,635.7927539,35.56476807,141.3236763
Nc1c(C=N[N+](=O)[O-])[n-]o[n+]1=O,183.2593659,1.761120067,8127.142157,27.82643169,5941.71045,3948.954901,672.9606181,174.0599676,136.4923726
Nc1cn(N)c(=NN[N+](=O)[O-])n1[N+](=O)[O-],183.2279171,1.805475435,8094.697307,30.50027919,5053.734934,3909.077595,750.9880664,195.3563743,157.6884586
O=[N+]([O-])C=C1N=CN(N[N+](=O)[O-])N1,183.2275406,1.762347511,8015.374069,27.86101625,5673.430548,3703.73957,698.2131635,158.1726105,147.3347296
NN=c1c([N+](=O)[O-])c([N+](=O)[O-])[nH]c(=O)n1N[N+](=O)[O-],183.214422,1.907049656,8614.176196,34.86546152,5845.745449,3687.522152,679.0320717,41.39914821,162.5376148
Nc1nc2c3nc([N+](=O)[O-])n(N[N+](=O)[O-])c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],183.2097321,1.861853751,8402.997942,32.4719346,5557.167421,3533.159114,626.6307718,408.9561328,170.2456806
O=c1[nH]c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2[nH]1,183.1627537,1.888851997,8278.438501,32.48864964,5008.465269,3232.429334,664.7833006,41.70536256,128.795563
Nn1c([N+](=O)[O-])nc(=N[N+](=O)[O-])n(N)c1=O,183.1391655,1.840824526,8271.122921,32.50711088,4859.951032,3671.277673,715.782293,2.112095835,159.0885473
NN=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],183.1348917,1.8652091,8163.401498,31.6572306,4841.197007,3422.243139,659.7995191,120.0390235,148.4277005
NN=c1c2c(nc([N+](=O)[O-])n2N)n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],183.1348917,1.8652091,8163.401498,31.6572306,4841.197007,3422.243139,659.7995191,120.0390235,148.4277005
N=c1c2nc([N+](=O)[O-])[nH]c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],183.1067126,1.853846756,8279.188366,31.65336987,5114.087355,3266.10326,651.8884132,76.88272096,127.2814939
O=[N+]([O-])N=CN1N=C([N+](=O)[O-])NN=C1[N+](=O)[O-],183.1052726,1.865413002,8605.059606,35.31596619,5747.734893,3720.518139,663.161826,269.2667159,184.4220158
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c1=NN[N+](=O)[O-],183.0938318,1.871231374,8732.010189,35.48983538,5903.100453,3993.188959,663.9744521,367.6973328,138.8412223
O=[N+]([O-])Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])cc-2n1,183.0386494,1.856287437,8333.68907,31.61729662,6313.568565,3917.309094,613.285031,414.3252069,159.5301147
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])n([N+](=O)[O-])c-2n1,183.0246722,1.893525335,8420.604313,34.36692284,6039.009403,3700.388739,611.5523332,366.5128224,159.9831367
Nn1c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n(N)c1=O,183.0197114,1.838111723,8181.033633,31.1858091,5135.773841,3546.050727,677.1228575,148.4793286,146.8008748
O=[N+]([O-])Nc1nc2c3c([N+](=O)[O-])n[nH]c3nnn2c1[N+](=O)[O-],182.9985011,1.860908462,8175.107456,31.60933642,5698.786775,3650.681021,622.7135426,558.69591,181.5543572
Nc1c(C=N[N+](=O)[O-])nnnc1[N+](=O)[O-],182.9929921,1.779493845,8136.002325,29.44902886,5742.787597,3747.780541,683.1248595,330.7512612,155.5019913
Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc-2n1N[N+](=O)[O-],182.9793319,1.917613635,8536.226599,34.90406539,5731.228318,3813.215841,658.2028705,321.2746371,156.7893895
O=[N+]([O-])N=Cc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc12,182.9092078,1.840972138,8453.01855,34.10664258,6292.699139,3717.062525,592.270115,458.9654141,156.3673358
Nn1cc([N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c1=NN[N+](=O)[O-],182.8524533,1.836568862,8275.436616,31.60490443,5482.431162,3758.036089,686.6500774,63.06748911,124.1816364
NN1C([N+](=O)[O-])=CC(=C2N=NN=N2)C(N[N+](=O)[O-])=C1[N+](=O)[O-],182.7953685,1.837402005,8018.046183,28.65174076,5272.830587,3603.619846,644.6470798,527.7631123,152.373139
Nc1nn([N+](=O)[O-])c2nnc3[nH]nc(N[N+](=O)[O-])n1-n32,182.7820716,1.876794289,8230.162526,32.24317623,5100.568721,3641.945849,692.7713535,588.2449613,186.565045
Nc1nn(N[N+](=O)[O-])c(=O)c2nn(N)c([N+](=O)[O-])c12,182.7427952,1.839071365,8004.950823,29.21109785,5069.277267,3500.614814,684.0991057,147.5773477,195.8709923
Nc1nn([N+](=O)[O-])c2nnc([N+](=O)[O-])nc12,182.7362756,1.869956262,8392.778075,32.64668711,5788.11106,3640.555587,652.7088882,384.3070513,190.1777376
N=c1[nH]c(=O)n([N+](=O)[O-])c(C=N[N+](=O)[O-])c1[N+](=O)[O-],182.7092987,1.854181966,8038.692024,31.68332462,5163.125187,3239.05073,625.6290259,0.394060996,143.7830666
O=[N+]([O-])Nn1cnc([N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,182.6108964,1.895237897,8343.320017,32.75881705,5804.105635,3788.706699,626.5631405,337.8329343,137.1447758
Nc1c([N+](=O)[O-])nc2n(N[N+](=O)[O-])c(N)nn2c1=O,182.5975466,1.840874236,8024.518543,30.37169512,4696.69792,3213.253362,694.3813085,111.0607425,208.6018519
O=c1[nH]c2nn([N+](=O)[O-])nc2c([N+](=O)[O-])c1[N+](=O)[O-],182.5765411,1.936633664,8495.730247,34.26640749,5588.428613,3386.800816,591.1952118,82.33306283,249.8034497
Nc1nc2c(nc([N+](=O)[O-])n2N)c(=NN[N+](=O)[O-])n1[N+](=O)[O-],182.5477213,1.810190241,8128.687352,30.67125453,4900.96422,3519.557822,691.5122602,318.7105667,140.9082227
O=c1c2nn[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],182.5392134,1.929993827,8496.252788,34.31214108,5570.554005,3475.073607,621.7778248,200.4837722,189.4539093
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n2n1,182.5306064,1.855913616,8293.941977,33.92823567,6098.273021,3584.577447,602.8280134,381.7491933,171.9621333
NN=c1n(N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n1N,182.5094556,1.857049793,8448.539667,33.40422028,5691.719341,3871.133796,691.8348357,117.4883908,140.4388327
NC1=C([N+](=O)[O-])NC2=NC(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])N21,182.5038805,1.854335579,8112.909572,29.96044572,4845.266872,3262.138073,675.9560781,381.5184901,195.2396153
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c3nc([N+](=O)[O-])n12,182.4811311,1.868296736,8266.931376,30.99635035,5854.285303,3499.294544,599.8817013,478.8521443,173.803455
NN=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n(N)c(=O)n2[N+](=O)[O-],182.4646636,1.870311608,8234.520776,32.45310843,4974.56445,3527.067231,660.5480459,136.4005156,154.5579489
Nn1c([N+](=O)[O-])nc2c(c1=N[N+](=O)[O-])n(N)c(=O)n2[N+](=O)[O-],182.4452896,1.865025515,8228.581263,32.17881087,5116.907787,3510.205751,663.2214346,98.92203382,142.6284016
O=[N+]([O-])N=CN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],182.4357249,1.863908572,8724.787661,37.25805224,5878.772659,3923.223557,657.8015415,185.6298696,189.7185239
Nn1c([N+](=O)[O-])c([N+](=O)[O-])n(C=N[N+](=O)[O-])c1=NC=N[N+](=O)[O-],182.4020632,1.786955835,8235.200928,32.2138439,5593.882712,3835.425445,670.6898342,258.4451391,156.4539162
NN=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N,182.3995927,1.843163834,8243.164229,31.65528318,5188.685908,3672.764987,689.4999809,213.4008552,133.683967
Nc1nc([N+](=O)[O-])c2c(n1)c([N+](=O)[O-])nn2C=N[N+](=O)[O-],182.3897439,1.828692777,8023.781408,29.95862279,5156.641127,3344.234849,639.7362061,319.583005,192.9359474
O=c1[nH]c([N+](=O)[O-])cc(=NN[N+](=O)[O-])n1N[N+](=O)[O-],182.3069504,1.883762467,8375.934298,32.80315744,5537.952901,3556.764881,673.0848722,-20.64488526,143.5501227
Nc1nn([N+](=O)[O-])c2nnc3n([N+](=O)[O-])nc(C=N[N+](=O)[O-])n1-n23,182.292491,1.88171043,8322.172851,32.7669273,5742.654019,3618.368771,650.8261301,694.0938694,169.7775732
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])ncc1[N+](=O)[O-],182.2867706,1.889613955,8448.640296,34.18337625,5748.227177,3683.453504,628.4343774,71.33623869,148.8249671
Nn1cnc([N+](=O)[O-])c([N+](=O)[O-])c1=NN[N+](=O)[O-],182.2858128,1.827681111,8434.82538,31.90353788,5931.692673,4061.011489,682.9406428,209.9256204,141.6182627
Nn1c([N+](=O)[O-])nc2c(nnn2[N+](=O)[O-])c1=O,182.2278362,1.857383086,8215.806277,32.0908804,5430.6134,3548.529313,648.9020505,230.8457037,150.3463456
Nc1nn2c(=O)nc([N+](=O)[O-])nc2n1[N+](=O)[O-],182.2243089,1.870913228,8216.753762,33.52428483,4715.206644,3107.164342,660.4149309,68.01086131,201.0471502
O=c1c2c([N+](=O)[O-])nc([N+](=O)[O-])n2nc([N+](=O)[O-])n1[N+](=O)[O-],182.2161313,1.927327371,9006.899697,37.36153647,6385.55118,4001.821076,608.9604417,241.9725663,168.9962734
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],182.1741995,1.84103208,8568.651141,34.14067121,5579.963954,3836.36992,683.8478421,245.5414263,117.6866957
Nn1c([N+](=O)[O-])nc2c1c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],182.1741995,1.84103208,8568.650838,34.14067121,5579.963954,3836.370124,683.8478455,245.5413925,117.6866957
Nn1nc([N+](=O)[O-])nc(C=N[N+](=O)[O-])c1=O,182.152071,1.796838115,8067.185078,29.42032407,5372.779102,3622.824608,679.4109727,91.67358794,169.532618
Nn1c([N+](=O)[O-])nc2c1c(=N[N+](=O)[O-])[nH]c(=O)n2[N+](=O)[O-],182.1271088,1.89277321,8185.740143,32.61582687,4733.026078,3346.981903,651.69677,51.30760226,137.5299409
Nn1c([N+](=O)[O-])nc2c1c(=N[N+](=O)[O-])[nH]c(=O)n2[N+](=O)[O-],182.1271022,1.892773246,8185.740143,32.61582687,4733.026384,3346.982005,651.6967516,51.3076529,137.5299336
Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])[nH]1,182.1179668,1.919369291,8212.918963,32.37679937,4788.811765,3283.888767,658.8052781,263.7331142,175.8744058
O=[N+]([O-])c1cc2nnn([N+](=O)[O-])nc-2c1[N+](=O)[O-],182.1008189,1.859001687,8303.408948,32.29452357,6357.692878,3646.586431,576.5481362,427.1243217,191.0169046
N=c1n(N)c(C=N[N+](=O)[O-])c([N+](=O)[O-])n1[N+](=O)[O-],182.0858045,1.809847548,8235.838041,31.5569267,5647.802885,3865.504995,680.4236854,223.2677807,154.3982345
Nc1nc(=O)n2nnn([N+](=O)[O-])c2n1,182.07801,1.874183148,8083.660287,29.7836827,4548.397501,3091.398001,676.6057548,156.7687075,183.5097511
NC1=NN(N)C([N+](=O)[O-])=NN1N[N+](=O)[O-],182.0755726,1.84327081,8608.860155,34.48228085,5305.525379,3830.325037,772.3135606,296.4737229,202.6836437
Nc1c([N+](=O)[O-])nc(C=N[N+](=O)[O-])n2c([N+](=O)[O-])nnc12,181.9783989,1.827842606,8045.92607,30.99221677,5204.209596,3327.317417,640.1379976,357.4908182,172.9160648
O=c1c2c([N+](=O)[O-])n[nH]c2nc2n(N[N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,181.9732731,1.830120201,8071.130508,29.08597035,5240.098656,3196.06624,617.8756816,220.09351,143.3683443
Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c1=NN[N+](=O)[O-],181.9650955,1.862383933,8506.05438,34.07793097,5896.921912,3804.273442,644.8182481,363.460504,145.1255588
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])c([N+](=O)[O-])n1N[N+](=O)[O-],181.9455299,1.903420016,9113.368112,38.38880049,6277.592846,4168.694234,690.2546934,180.5051389,133.1654071
O=[N+]([O-])N=CN=c1[nH]c([N+](=O)[O-])nc2c1nc(C=N[N+](=O)[O-])n2[N+](=O)[O-],181.9403578,1.816767606,8087.94549,30.01698049,5455.915064,3419.6615,624.3089913,382.6548207,156.6864302
O=[N+]([O-])N=Cc1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],181.92212,1.816543964,8193.90955,30.92917982,6201.121748,3727.479419,594.2088914,498.9910847,159.0308222
Nc1c([N+](=O)[O-])c(=O)[nH]c(=N[N+](=O)[O-])n1[N+](=O)[O-],181.9173112,1.928800999,8458.044828,34.78838849,5080.507796,3516.605575,652.7254879,-61.79822621,158.2242648
NN=c1[nH]c(=O)n(N[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],181.8606954,1.854413055,8143.482487,32.05833705,5092.227858,3430.801298,670.1209984,146.078334,132.005792
Nc1nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n2n1,181.831717,1.889295593,8563.232956,34.52634158,5549.652942,3359.155903,629.607299,121.8103027,214.2197987
Nn1nc([N+](=O)[O-])c2c1c(N[N+](=O)[O-])nn2N,181.8253162,1.821540617,8083.88458,30.18552242,5483.747079,3876.312538,713.7425457,357.3445903,181.7481966
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])c([N+](=O)[O-])n12,181.7990858,1.841619383,8431.027256,34.55028014,5974.060903,3678.640589,614.4292355,370.2113325,176.3740861
O=c1n(C=N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])c([N+](=O)[O-])n12,181.7910403,1.879890494,8488.444371,34.48164649,6054.658874,3601.353371,612.688789,213.8917368,148.7261309
Nc1nc([N+](=O)[O-])n2c(N[N+](=O)[O-])nnc2c1[N+](=O)[O-],181.7688325,1.834136967,8423.261272,33.68672701,5520.150126,3665.8562,660.546967,326.2003343,154.6250046
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])n2c([N+](=O)[O-])nn(N[N+](=O)[O-])c3nnc1n3-2,181.7600736,1.887839138,8736.604249,35.96828599,6399.005012,4133.487622,653.0163119,768.2789412,130.7094858
Nn1c([N+](=O)[O-])nc2c(nnn2N[N+](=O)[O-])c1=O,181.7565463,1.847785907,8243.874388,31.71779833,5623.743164,3765.613455,681.0565486,256.9725957,149.568908
O=C1NC(=O)N(N[N+](=O)[O-])C(=NN[N+](=O)[O-])C1=NN[N+](=O)[O-],181.7479591,1.814306463,8034.460166,30.31769097,4578.394435,2968.036505,671.6601024,-146.9991013,116.7469971
Nc1c([N+](=O)[O-])[nH]c(=O)n(N[N+](=O)[O-])c1=NN[N+](=O)[O-],181.7435598,1.884577461,8412.894706,33.24574967,5173.239403,3673.929608,681.8380778,30.82132402,157.5260358
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc21,181.7379121,1.877379749,8104.708339,30.14842601,5958.593001,3484.542465,584.9442376,444.1775858,193.3723112
O=[N+]([O-])c1cc2n([N+](=O)[O-])ncn2n1,181.7127517,1.819536157,8011.214348,28.08435186,6004.282659,3638.232041,609.2327371,285.824169,207.6807446
Nn1c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=N[N+](=O)[O-])c21,181.695518,1.915692544,8255.40758,33.45979839,4850.976971,3404.849807,652.9419338,38.86831762,150.8553839
O=[N+]([O-])Nn1nnc2c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c-2n1,181.6948904,1.892068338,8894.97036,36.05016276,6551.030804,4145.214818,604.9744431,475.4320108,156.3255523
O=c1c2n[nH]nc2nc([N+](=O)[O-])n1[N+](=O)[O-],181.6907884,1.940153942,8422.675383,34.51098393,5309.491469,3370.604049,619.3000037,184.6070167,187.0437655
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])ncnc12,181.6487708,1.871395435,8026.911201,29.96880666,5084.624429,3322.083944,636.7490661,272.1420144,174.4310765
Nc1c([N+](=O)[O-])n2c(=O)c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc2n1[N+](=O)[O-],181.6446489,1.891355511,8111.761739,31.57690562,5344.818246,3308.725281,611.0320307,178.0278735,179.0273829
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C(=O)N(N[N+](=O)[O-])C(=O)N1,181.6391135,1.92088764,8061.205556,31.87416122,4473.522773,2992.173717,678.1997848,-206.6720373,144.6919917
Nc1nnc2c([N+](=O)[O-])c(N[N+](=O)[O-])nn2c1[N+](=O)[O-],181.627501,1.85081682,8576.846614,33.39668981,5813.036137,3852.801585,660.1254696,367.0751129,167.9775168
O=[N+]([O-])NN=c1c2nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1N[N+](=O)[O-],181.6260742,1.902938387,8730.985414,35.25837927,5720.10615,3721.59283,664.0770931,317.407379,122.3607434
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2onc([N+](=O)[O-])n12,181.6153205,1.835856145,8473.527087,33.24621691,6274.615604,3914.298656,604.347475,317.3981279,152.9156078
O=c1cc([N+](=O)[O-])nc2n([N+](=O)[O-])c([N+](=O)[O-])nn12,181.6050291,1.889584454,8421.315382,33.79587784,5927.162925,3526.720327,600.6628264,137.0501175,194.4933895
O=[N+]([O-])c1ncnc([N+](=O)[O-])n1,181.5996588,1.797776499,8411.106729,32.53450943,5864.775954,3863.385318,638.5799609,206.0787889,183.2460135
NN1C=NN(N[N+](=O)[O-])C=N1,181.5896515,1.781850759,8096.058824,28.57193419,4979.976977,3984.097422,831.7294841,375.5859776,194.4656096
Nc1nc2n(N[N+](=O)[O-])c(=O)nc-2n(N[N+](=O)[O-])n1,181.5629652,1.871360078,8158.849872,32.09771511,4870.886436,3415.62561,702.6175183,176.5239304,122.1301294
Nc1nc([N+](=O)[O-])nc2c(=N[N+](=O)[O-])[nH]c([N+](=O)[O-])nc12,181.5330158,1.916620263,8047.39943,32.35593882,4648.811706,3147.889376,636.0917709,188.6668933,179.2881108
NN=c1c([N+](=O)[O-])c(N)nc([N+](=O)[O-])n1N[N+](=O)[O-],181.4818495,1.854939802,8427.574361,33.75304832,5776.542305,3936.69565,698.6446091,244.5789756,139.0858854
Nc1nn(N[N+](=O)[O-])c2nc([N+](=O)[O-])nn2c1=O,181.4162304,1.880249203,8462.820444,32.74802952,5249.268653,3650.078974,681.5018317,189.5059398,171.5224383
Nc1nnnc([N+](=O)[O-])c1C=N[N+](=O)[O-],181.4096513,1.78514313,8082.172075,29.81733617,5791.31022,3856.393316,676.0586623,319.6271671,145.3538466
Nc1nc(N[N+](=O)[O-])[nH]c(=NN[N+](=O)[O-])c1[N+](=O)[O-],181.3887779,1.832407305,8050.187934,31.53631,4822.206545,3423.756395,692.7356925,120.3295211,148.4552107
Nc1c2nnn(N[N+](=O)[O-])nc-2c([N+](=O)[O-])c1C=N[N+](=O)[O-],181.2668666,1.816681164,8050.949317,29.76014999,5695.317249,3650.916325,657.0047303,498.098186,145.8303107
N=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n(N)c(=O)n2[N+](=O)[O-],181.2523279,1.872469031,8201.636434,32.14557859,5140.383828,3489.736263,636.0899848,120.8633155,133.2087487
O=[N+]([O-])c1nn([N+](=O)[O-])c2nc3c(c([N+](=O)[O-])nn3[N+](=O)[O-])c([N+](=O)[O-])c12,181.2393546,1.983614003,8795.39743,36.29384905,6214.937801,3713.631733,577.4671858,432.7629603,212.4383722
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c1=NC=N[N+](=O)[O-],181.1998801,1.822268339,8257.277696,32.54052903,5478.963929,3663.939579,642.6898409,371.1034547,159.8747311
Nn1c(=O)n([N+](=O)[O-])c(=O)c2[nH]nc([N+](=O)[O-])c21,181.1506162,1.951915522,8003.676598,30.7814217,4463.088443,2935.827818,636.2625951,-107.7821748,174.5977934
NN=c1c2nc(N)n([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],181.1243989,1.863512481,8178.539437,32.06082845,4852.651288,3396.641198,661.6338441,293.1952593,171.9494788
NN1C(=CN[N+](=O)[O-])N=C([N+](=O)[O-])N1N,181.1177406,1.793977085,8277.804722,30.01550032,5156.641127,3745.874704,752.6395541,231.9000574,204.4478323
Nc1c([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])n3nnnc3c12,181.1107454,1.906298219,8240.608504,32.93520662,5629.503393,3437.600723,610.6426038,486.4510679,208.7610169
Nn1c(C=N[N+](=O)[O-])c([N+](=O)[O-])[nH]c1=N[N+](=O)[O-],181.0874477,1.860251817,8301.492457,32.61166601,5434.043952,3817.818986,692.474232,118.3749083,141.1585488
NN=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,181.0741508,1.857777369,8128.028113,32.01691267,5033.358251,3399.536475,670.4044761,128.2716128,132.9510728
NN=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,181.0741508,1.857777369,8128.028113,32.01691267,5033.358251,3399.536475,670.4044761,128.2716128,132.9510728
NN=c1c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n1C=N[N+](=O)[O-],181.0306668,1.837268601,8331.218213,33.01315445,5869.971149,3776.773192,648.4559457,280.7320198,166.4650757
O=c1c([N+](=O)[O-])c([N+](=O)[O-])nc2n([N+](=O)[O-])c([N+](=O)[O-])nn12,181.0137566,1.930305537,8944.973389,38.17869947,6305.097792,3808.132117,599.7090743,204.1882247,183.5021101
NC1=NC(=C([N+](=O)[O-])[N+](=O)[O-])N(N)N1,180.9946139,1.827106136,8230.245575,30.44953551,5254.56365,3651.129656,730.2684583,161.1031792,161.7264565
Nc1nn([N+](=O)[O-])c2nnnc([N+](=O)[O-])c12,180.9852869,1.862833458,8566.557641,33.47868254,6189.468322,3924.128357,653.62399,450.4812898,170.2360157
O=[N+]([O-])c1nnc([N+](=O)[O-])c([N+](=O)[O-])n1,180.97415,1.883521544,9118.428034,39.71477812,6725.002598,4366.484395,636.3238295,304.3828618,160.6704219
Nc1nc2c(=NN[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],180.9632377,1.850303449,8050.178841,31.80680652,4774.196992,3319.841884,670.7076363,237.4547273,159.6451277
O=[N+]([O-])c1cc2c(nc([N+](=O)[O-])n3nnnc23)n1[N+](=O)[O-],180.9626102,1.887927568,8265.208868,31.21239082,5987.248189,3463.873075,579.8280992,502.1548213,201.3976143
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])no1,180.94391,1.92976093,8860.666609,37.0337702,6012.927053,4053.851629,701.5402537,110.6297905,132.2498892
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2nnc3n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,180.852133,1.834908578,8113.825232,31.17780457,6010.326093,3698.84588,616.087794,737.1973158,168.1102153
Nn1c2nc([N+](=O)[O-])nc-2c(N[N+](=O)[O-])nc1[N+](=O)[O-],180.7898893,1.883621037,8304.071823,33.83674972,5541.759583,3658.903059,657.181422,309.1259682,129.7029814
