ID,DetoT(K),SMILES
MUGNUX01,2875,[O-][N+](=O)N1[C@@H]2O[C@H]3O[C@@H]2N([C@H]2[C@@H]1O[C@@H]3O2)[N+](=O)[O-]
MUGSEM,1054,O=C1Cc2ccccc2[C@H](N1)c1ccc(cc1)[N+](=O)[O-]
MUGTAJ,1049,O=C1Cc2ccccc2[C@H](N1)c1cccc(c1)[N+](=O)[O-]
MUJKEH,1584,O=C(c1ccncc1)N/N=C/c1cccc(c1)[N+](=O)[O-]
MUKCAX,1794,[O-][N+](=O)c1cccc2c1[nH]nc2O
MULGUW,1476,Cc1nc(c(n1C)[N+](=O)[O-])/C=C/c1ccccc1
MUTSAW,2434,OCCN1CCN/C/1=C\[N+](=O)[O-]
MUYLAT,1370,Cc1cc(C)n(c(=O)n1)c1cccc(c1)[N+](=O)[O-]
MUZNEC,3226,[O-][N+](=O)c1n[nH]nc1C
NABMIM,3505,OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NABMOS,4397,[O-][N+](=O)N1CCN(C1)[N+](=O)[O-]
NABMUY,4188,CC([N+](=O)[O-])([N+](=O)[O-])CN([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C
NACXEU01,4143,[O-][N+](=O)[C@]12[C@H]3[C@]4([C@@H]2[C@]2([C@@H]1[C@@]3([C@@]42[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
NAGGOU,2390,[O-][N+](=O)c1ccc(cc1)n1cnnn1
NANGIT,2923,[O-][N+](=O)[C@@]12[N-][N+](=O)C([C@]2(CC(C1)(C)C)[N+](=O)[O-])(C)C
NANILI29,1911,Nc1ccc(cc1)[N+](=O)[O-]
NANVED,1588,CCOC(=O)[C@@](c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])(c1ccccc1)C#N
NAPHAP,3941,N#[N+]/N=C/1\N=[NH+]/C(=N\[N+](=O)[O-])/N1
NAPHUK,3772,[O-][N+](=O)/C=C/C=C/[N+](=O)[O-]
NAPJIA,3265,C/C(=C\C=C(\[N+](=O)[O-])/C)/[N+](=O)[O-]
NAPXEK,1429,[O-][N+](=O)c1ccc(cc1)c1nnn(c1C)C(=C)c1ccccc1
NAQSUW,1793,Nc1cc(ccc1c1ccc(cc1)[N+](=O)[O-])[N+](=O)[O-]
NASXEN,1040,O=C1OC2(CCCCC2)OC(=O)C1=CNc1ccccc1[N+](=O)[O-]
NATHAS,2299,COc1cccc(c1)/C(=N/Nc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])/C
NAWPUW,2795,[O-][N+](=O)c1cc(cc(c1N1CCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQAD,2824,[O-][N+](=O)c1cc(cc(c1N1CCOCC1)[N+](=O)[O-])[N+](=O)[O-]
NAWQEH,2703,[O-][N+](=O)c1cc(cc(c1N1CCCCC1)[N+](=O)[O-])[N+](=O)[O-]
NAYNUX01,3822,[O-][N+](=O)N1[C@@H]2O[C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2O[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-]
NAYPAF,3819,[O-][N+](=O)N1[C@H]2O[C@H]3[C@@H]1N([N+](=O)[O-])[C@H]1O[C@@H]2N([N+](=O)[O-])[C@H]1N3[N+](=O)[O-]
NBARBA,1566,[O-][N+](=O)c1c(O)[nH]c(=O)[nH]c1=O
NBCBRE10,1609,N#C[C@@H]1[C@H]2C[C@H]3[C@@H]1C=C[C@H]3[C@@H]2OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
NBFURX,1912,O/N=C/1\Oc2c(C1=O)cc(cc2)[N+](=O)[O-]
NBZMAA,1450,CN(c1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-])C
NEDCAA,1861,[O-][N+](=O)c1ccc(cc1)N/C=N/c1ccc(cc1)[N+](=O)[O-]
NEDDOP,1513,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c2c1ncnc2N)[N+](=O)[O-]
NEDSEU,2725,CN1C[C@]2(CC=C[C@@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NEGKES,1437,[O-][N+](=O)c1ccccc1n1nc(cc1N)C(C)(C)C
NEHPOG,2324,COc1ccc(cc1)/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/[N+](=O)[O-]
NEMLIA,1578,COc1cc(/C=N/Nc2ccc(cc2)[N+](=O)[O-])ccc1O
NEQGOH,1370,COc1ccc(c(c1)Nc1ncnc2c1cc(cc2)[N+](=O)[O-])OC
NEQSIN,1910,N#Cc1cc(ccc1/N=C/N(C)C)[N+](=O)[O-]
NEZBIE,1193,COc1ncc(c2c1[nH]cc2)OC(=O)c1ccc(cc1)[N+](=O)[O-]
NHANTQ,1435,Oc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1[N+](=O)[O-])[N+](=O)[O-]
NHMENT,2623,OC[C@@H]1C[C@@]2(N[C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])[N+](=O)[O-]
NHPYOX10,1014,C[C@H]1C[C@H]2CCCCN2[C@H](O1)c1ccc(cc1)[N+](=O)[O-]
NIAMBP,1362,Nc1ccc(cc1)c1ccccc1[N+](=O)[O-]
NIBBEI,1098,O=C1OC2(CCCC2)OC(=O)C1=CNc1cccc(c1)[N+](=O)[O-]
NIEQIN,1218,CCOc1cc([N+](=O)[O-])c2c(c1)C(=CC(N2)(C)C)C
NIHBOX,1531,O=C1/C(=C/2\C=CC(=[N+]([O-])[O-])C=C2)/[N+](=O)[C@](N1C)(C)C(C)C
NIKTEH,1345,[O-][N+](=O)c1cccc(c1)c1nc2ccccc2nc1c1cccc(c1)[N+](=O)[O-]
NIKVAF,1478,CO[C@H](c1ccc(cc1)[N+](=O)[O-])Nc1ccccn1
NILZAM,2469,CCOC(=O)c1noc(c1)CO[N+](=O)[O-]
NIMFOE,1789,[O-][N+](=O)c1c[nH]c(=O)[nH]c1=O
NINQEI,1677,CNC1=C([N+](=O)[O-])[C@H](C2=C(O1)CCCC2=O)c1ccc(cc1)[N+](=O)[O-]
NIPCIM,1869,[O-][N+](=O)c1ccc(cc1)N=C=Nc1ccc(cc1)[N+](=O)[O-]
NIPFUP,1835,[O-][N+](=O)c1ccc(o1)/C=C/C(=O)c1ccccc1[N+](=O)[O-]
NIPHAZ,2560,N#[N+][N-]c1ccc(cc1)[N+](=O)[O-]
NIPPAG,1411,CCN1C(=O)/C(=N\Nc2cccc(c2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
NIPYAZ,3620,[O-][N+](=O)n1cccn1
NIQTUD,1430,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCC(=O)Oc1ccc(cc1)[N+](=O)[O-]
NISGEB,2651,[O-][N+](=O)C(CCc1nnn[nH]1)(CCc1nnn[nH]1)CCc1nnn[nH]1
NITBAL02,2231,O/N=C/c1ccc(cc1)[N+](=O)[O-]
NIVPAJ,1845,OCc1ccc(c(c1)N)[N+](=O)[O-]
NIWROB03,1168,O=C1N[C@H](Nc2c1cccc2)c1cccc(c1)[N+](=O)[O-]
NIZCAA,1868,Cc1cccc(n1)Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NMALAM,1868,N/C(=C(/C(=O)N)\[N+](=O)[O-])/O
NMBYAN,1345,Cc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMBZAX,2410,C[N+](=O)/C=C/1\C=CC(=[N+]([O-])[O-])C=C1
NMBZYA01,1483,COc1ccc(cc1)/N=C/c1ccc(cc1)[N+](=O)[O-]
NMHXNT,2862,OC[C@@H]1C[C@@]2(N([C@H]1[C@H]1C[C@]1(C2)[N+](=O)[O-])O)[N+](=O)[O-]
NMZNON01,2390,CN1C[C@@]2(CC(=O)C[C@](C1)(C2)[N+](=O)[O-])[N+](=O)[O-]
NNAPAN10,1476,O=C1OC(=O)c2c3c1ccc(c3c(cc2)[N+](=O)[O-])[N+](=O)[O-]
NNAPMP,1551,[O-][N+](=O)c1cc([N+](=O)[O-])c2c(c1Oc1c(C)cccc1C)cccc2
NNTSED10,4585,O=[N+]([N+](=O)CC[N+](=O)[O-])CC[N+](=O)[O-]
NOACTD,2620,[O-][N+](=O)CC(=O)N
NOEURA,4173,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-]
NOFBEP,1307,CNC(=C([N+](=O)[O-])C=C1C(=O)CC(CC1=O)(C)C)NC
NOFLUP,1255,O[C@@H](c1ccccc1)CNc1ccc(cc1)[N+](=O)[O-]
NOGCIX,1670,C/C(=C\C#Cc1nc(n(c1[N+](=O)[O-])C)C)/c1ccccc1
NOHCAQ,1071,CN1C=C(c2ccccc2)[C@H](NC1=O)c1ccc(cc1)[N+](=O)[O-]
NOHTAZ,4076,C[C@@H]1N([N+](=O)[O-])[C@H](C)N([C@@H](N1[N+](=O)[O-])C)[N+](=O)[O-]
NOLHIG,1103,COC(=O)c1n(c2ccc(cc2)[N+](=O)[O-])c(c2c1cccc2)C
NOMBEA01,2053,[O-][N+](=O)c1cc(cc(c1C)[N+](=O)[O-])C(=O)O
NOPHKN,1631,O=C(c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
NOQVUL,1596,Cc1ccc(o1)/C=N/c1cccc(c1)[N+](=O)[O-]
NORPUG,1931,CC(COC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])C
NOSLIQ,2605,[O-][N+](=O)OCC1(COC(=N1)c1cccnc1)CO[N+](=O)[O-]
NOSNUE,1973,[O-][N+](=O)OCCOC(=O)c1cccnc1
NOTRAP,1040,CC[C@@]1(CCC(=O)NC1=O)c1ccc(cc1)[N+](=O)[O-]
NPASPG,1768,NC(=O)C[C@H](C(=O)O)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPBUDY,1749,[O-][N+](=O)c1ccc(cc1)C#CC#Cc1ccc(cc1)[N+](=O)[O-]
NPHDZA,1873,CC/C(=N/Nc1ccc(cc1)[N+](=O)[O-])/C
NPHDZB,2698,CC/C=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
NPNFPR,1823,O=C(c1ccc(cc1)[N+](=O)[O-])/C=C/c1ccc(o1)[N+](=O)[O-]
NPYRAM,2129,[O-][N+](=O)c1cccnc1NCNc1ncccc1[N+](=O)[O-]
NTBYPY,1937,[O-][N+](=O)c1cc(ccc1Cc1ccncc1)[N+](=O)[O-]
NTBZAM01,1531,NC(=O)c1ccc(cc1)[N+](=O)[O-]
NTPYRO11,2828,[O-][n+]1ccc(cc1)[N+](=O)[O-]
NUCDEW,1439,N#CC([C@@]1(C[N+](=O)[O-])C(=O)Nc2c1cc(C)cc2)C#N
NUDLIH,1379,CC[NH+](Cc1cc(ccc1[O-])[N+](=O)[O-])CC
NUKBOK,1048,[O-][N+](=O)c1ccc2c(c1)C(C)(C)NC2(C)C
NULGEI,1064,[O-][N+](=O)[C@H]1C(=O)NC(=C[C@@H]1c1ccccc1)c1ccccc1
NUMXAV,3876,CNC(=C([N+](=O)[O-])[N+](=O)[O-])N
NUNCOO,1258,OC[C@@H](c1ccccc1)Nc1ccc(cc1)[N+](=O)[O-]
NUPJAJ,2039,COc1ccc2c(c1[N+](=O)[O-])c([N+](=O)[O-])c(cc2)OC
NUPMES,1561,[O-][N+](=O)c1ccc(cc1)/N=C/c1ccccn1
NUPYON,1298,COc1cc(cc(c1O)/C=N/NC(=O)c1cccc(c1O)C)[N+](=O)[O-]
NUQJEP,2244,O/N=C/c1cccc(c1)[N+](=O)[O-]
NUQPOF,2099,O=C1c2c(cc(c(c2C(=O)c2c1c(cc(c2O)[N+](=O)[O-])[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
NUQRUN,1185,O=C(c1ccccc1[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
NUQZIJ01,1125,Nc1ccc(cc1N/C=C/1\C(=O)C=Cc2c1cccc2)[N+](=O)[O-]
OBOKIC,1073,Oc1ccc(cc1/C=N/c1ccc(cc1)Nc1ccccc1)[N+](=O)[O-]
OBUJAY,2013,COc1ccccc1/C(=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/C
OBUWUF,1163,O=C(c1ccc(cc1)[N+](=O)[O-])N/N=C/c1c(O)ccc2c1cccc2
OBUXOA,1772,CCCNc1ccc(cc1[N+](=O)[O-])C#N
OCALEL,1513,C/C(=N\NC(=O)c1ccccc1[N+](=O)[O-])/c1ccccn1
OCALOU,1359,CC(=O)NCCNc1ccc(cc1)[N+](=O)[O-]
OCAYID,1277,[O-][N+](=O)C(c1ccnc(n1)c1ccccc1)(C)C
OCEHEL,1707,N#CC(=Cc1cc2OCOc2cc1[N+](=O)[O-])C#N
OCEKIS,1777,CCOc1ccccc1N/N=N/c1cccc(c1)[N+](=O)[O-]
OCHTET18,4749,[O-][N+](=O)N1CN(CN(CN(C1)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
OCOMOK,1399,OC(=O)CCNc1ccc(cc1)[N+](=O)[O-]
OFAHAH,2955,[O-][N+](=O)[C@]12[C@H]3C[C@H]4C[C@@H]2[C@@]([N+](=O)[N+]1=O)([C@@H](C3)C4)[N+](=O)[O-]
OFOMAX,1062,O=C(c1ccc(cc1)[N+](=O)[O-])OCCn1ccc2c1cccc2
OGENIY01,1056,O=C(c1cccc(c1)[N+](=O)[O-])Nc1cccc2c1nccc2
OGEPUM01,1055,O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccc2c1nccc2
OJAREW,1600,CO[C@@]12[C@@H]3O[C@@H]3CN1c1c(C2=O)cc(cc1)[N+](=O)[O-]
OJARIA,1656,CO[C@@]12[C@H]3O[C@H]3CN2c2c(C1=O)cccc2[N+](=O)[O-]
OJIJOG,2349,[O-][N+](=O)c1cc(ccc1NN=C1CCCCC1)[N+](=O)[O-]
OJIRIJ,1347,COc1ccc(c(c1)[N+](=O)[O-])c1cnc2c(n1)cccc2
OJOLAC,3021,O=NC1(COC(OC1)(C)C)[N+](=O)[O-]
OJUNEM,2383,CN(/N=C(/c1ccc(cc1)[N+](=O)[O-])\C=N\N(C)C)C
OJUNUC,2094,CN(/N=C/C(=N\N1CCCC1)/c1ccc(cc1)[N+](=O)[O-])C
OLIHIA,1416,COC(=O)/C(=C/C(=O)OC)/Nc1ccccc1[N+](=O)[O-]
OLIHUM,1267,COC(=O)c1cc(=O)c2c([nH]1)c(ccc2)[N+](=O)[O-]
OLIJEY,1249,COC(=O)c1cc(OCC(C)C)c2c(n1)c(ccc2)[N+](=O)[O-]
OLOHEC,1362,O=C1C=CC=C/C/1=C/Nc1ccc(cc1O)[N+](=O)[O-]
OMITIP,1647,OC[C@H]1O[C@H](C[C@@H]1O)n1nnc(c1)c1ccc(cc1)[N+](=O)[O-]
OMIWEM,2716,[O-][N+](=O)C1=[N+]2C=CC=[N+]2C=C1
OMOBOH,1864,CCOC(=O)c1cn(nc1C)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]
OMOTEP,1565,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc2c1cccc2[N+](=O)[O-]
OMOTIT,1618,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1nc2c(c1)c(ccc2)[N+](=O)[O-]
OMUXEB,1484,O=Cc1cc(cc(c1[O-])C[N+](CC)(CC)CC)[N+](=O)[O-]
ONABAH,1471,[O-][N+](=O)c1ccccc1Nc1nnc(o1)c1ccccc1
ONABEL,1432,N#CC(=C(c1ccc(cc1)OC)/C=C/c1ccccc1[N+](=O)[O-])C#N
ONBZAM,1588,[O-][N+](=O)c1ccccc1C(=O)N
ONITAN02,1980,[O-][N+](=O)c1ccccc1N
ORAWAG,2998,COc1c([N+](=O)[O-])c(OC)c(c(c1[N+](=O)[O-])O)[N+](=O)[O-]
OROYUR,1885,COc1ccc(c(c1)[N+](=O)[O-])C#N
OSIDEB,919,O=C(c1ccc(cc1)[N+](=O)[O-])OCN1C(=O)c2c(C1=O)cccc2
OTENEI,1286,COc1cc(ccc1C(=O)Nc1ccccc1n1cccn1)[N+](=O)[O-]
OTOFIN,1791,Nc1cc(ccc1C)Nc1cc(O)c(cc1[N+](=O)[O-])[N+](=O)[O-]
OVUYEL,1226,Cc1ccc(cc1)/C(=C\[N+](=O)[O-])/N1CCCCC1
OWUQEE,1316,Oc1ccc(cc1/C=N/c1ccccc1)[N+](=O)[O-]
OWUYOW02,3355,[O-][N+](=O)N(c1nonc1c1nocn1)CCN(c1nonc1c1nocn1)[N+](=O)[O-]
OXIMOZ,1103,CCOC(=O)c1c(C)[nH]c(c1O)c1ccc(cc1)[N+](=O)[O-]
OXINEQ,2016,N#Cc1c2CCCCC(c2nc(c1C#N)O)([N+](=O)[O-])[N+](=O)[O-]
OXIRUK,3197,[O-][N+](=O)c1nn(cn1)CC#C
OXISEV,3001,[O-][N+](=O)c1nn(cn1)C=C
OXONOG,4450,O=[N+](c1nonc1N[N+](=O)[O-])[N-]c1nonc1/N=N/c1nonc1[N-][N+](=O)c1nonc1N[N+](=O)[O-]
OZAZEV,2349,COCc1c(C#N)c(NN)nc(c1[N+](=O)[O-])C
PABBOJ,2872,[O-][N+](=O)c1cc(cc(c1n1nnc2c1c(cc(c2)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PABHAB01,2552,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1c(C)nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-]
PABPIR,1386,CN(CCCNc1ccnc2c1cccc2[N+](=O)[O-])C
PABPUD,1407,CN(CCCNc1c(cnc2c1cccc2)[N+](=O)[O-])C
PADQUJ,1037,[O-][N+](=O)C[C@H](c1c(N)n(C)c(=O)n(c1=O)C)c1ccccc1
PADZAX,1390,[O-][N+](=O)c1ccc(cc1)NN=C1c2cccnc2c2c1cccn2
PAGNUJ,2967,[O-][N+](=O)c1ncn(c1)c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PAGPOF,2830,[O-][N+](=O)c1c(NC(C)(C)C)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])N
PAGPUL,3137,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAGQAS,3142,N#[N+]/N=C/1\N=C(C=[N+]1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAHBEG,1893,[O-][N+](=O)c1ccc(cc1)/C=N/CC/N=C/c1ccc(cc1)[N+](=O)[O-]
PAMGIT,1685,N#CC(C(c1ccccc1)(C)C)(/N=N/c1ccc(cc1)[N+](=O)[O-])C#N
PAMNIA,1403,O=C1CCCN1c1cccc(c1)[N+](=O)[O-]
PAMQAW,2800,[O-][N+](=O)C1(CCCCCCc2c1cno2)[N+](=O)[O-]
PANJOE,1117,[O-][N+](=O)c1ccc2c(c1)n(CCc1ccccc1)cn2
PANJUK,1650,O=C(c1cccc(c1)[N+](=O)[O-])CCn1cncn1
PAQZEN,1190,[O-][N+](=O)c1ccc(cc1)C(c1cccn1C)c1cccn1C
PARPOO,1891,[O-][N+](=O)c1ccc(nc1C)/N=N/c1ccccc1
PASJUP,2739,CC[C@@]([C@@]([N+](=O)[O-])(CC)C)([N+](=O)[O-])C
PAVDOH,1368,Cc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVJAY,1591,Cc1ccc(cc1)OC(=O)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-]
PAVVEN,1479,OC[C@H]1O[C@H](C[C@@H]1O)n1ccc2c1c(ccc2)[N+](=O)[O-]
PAVZET,1465,COc1ccc(cc1)C(=O)N/N=C/c1cccc(c1)[N+](=O)[O-]
PAVZIX,1496,Nc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PAWGUR,1098,[O-][N+](=O)C(Cc1c[nH]c2c1cccc2)(C)C
PAWVIV,3808,[O-][N+](=O)O[C@]12C[C@H]3N([C@@H](C2)N([C@@H](C1)N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PAXQUC,2264,O=C(c1ccc(cc1)[N+](=O)[O-])C[N-][N+]#N
PAXTAL,1186,Cc1ccc(cc1)CNc1cccc(c1)[N+](=O)[O-]
PAYBAV,1302,CCn1c2ncc(c(=O)n2c2c1cccc2)[N+](=O)[O-]
PECQAS,1422,COC(=O)/C(=N/NC(=O)c1ccc(cc1)[N+](=O)[O-])/CC(=O)OC
PEDREY,1420,CCN1C(=O)/C(=N\Nc2ccc(cc2)[N+](=O)[O-])/C(=C(C1=O)C#N)C
PELHUL,2415,NCCNc1cc(NCCN)c(cc1[N+](=O)[O-])[N+](=O)[O-]
PEMCAM06,1916,CN(c1ccc(cc1)/C=C/[N+](=O)[O-])C
PESJIH,2256,C/C=N/Nc1ccc(cc1)[N+](=O)[O-]
PESNAF,1299,[O-][N+](=O)c1ccc(cc1)n1cnc2c1cccc2
PESQOW,919,Cc1cccc(c1)c1nc2c(n1c1ccc(cc1)[N+](=O)[O-])cccc2
PEVQIR,1439,[O-][N+](=O)c1ccc(cc1)Oc1ccccc1Oc1ccc(cc1)[N+](=O)[O-]
PEXKEI,1077,[O-][N+](=O)c1ccc2c(c1)C[C@H]1N[C@]2(C)c2c1cccc2
PEZPIV,1677,Cc1nn2c(n1)n(nc2c1ccc(cc1)[N+](=O)[O-])C(=O)C
PICFOW,1502,C/C(=C/C(=O)C)/Nc1ccc(cc1)[N+](=O)[O-]
PICNEX,3512,N#[N+][N-]c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PICRAC17,2994,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])O
PICRIC,1794,O=c1ccc2c(cc1)c(nn2c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])C
PIGLOI,3244,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSEF,3206,[O-][N+](=O)c1nc(cn1c1c([N+](=O)[O-])c(N)c(c(c1[N+](=O)[O-])N)[N+](=O)[O-])[N+](=O)[O-]
PIGSIJ,3242,[O-][N+](=O)c1cc([N+](=O)[O-])c(c(c1)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PIGSOP,3201,[O-][N+](=O)c1nc(cn1c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PIGSUV,3246,[O-][N+](=O)c1c(N)c([N+](=O)[O-])c(c(c1N)[N+](=O)[O-])n1cnc(c1[N+](=O)[O-])[N+](=O)[O-]
PILGEX,1519,COc1ccc(cc1)C(=O)N/N=C/c1ccccc1[N+](=O)[O-]
PILGID,1212,[O-][N+](=O)c1ccc(cc1)c1nc2n(c1NC(C)(C)C)ccnc2
PIMKIF,3218,[O-][N+](=O)OC[C@@H]1CC[C@H](CC1)CO[N+](=O)[O-]
PIMKOL,3347,[O-][N+](=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O[N+](=O)[O-]
PIPWOA,1593,Cn1cnc(c1/C=C/c1ccccc1)[N+](=O)[O-]
PITDAZ,1356,COc1ccc2c(c1)n(cn2)c1ccc(cc1)[N+](=O)[O-]
PIWDUU,749,[O-][N+](=O)[C@@H]1CCN2[C@H]1[C@]1(CCCC1(C)C)CC2
PIWSEU,1293,[O-][N+](=O)[C@@H]([C@@H]1NC(=O)c2c1cccc2)C
PIZHAH,3961,O=NN1CC(C1)(CC)O[N+](=O)[O-]
PIZNUJ,1109,COc1ccc(cc1)[C@@H](c1c[nH]c2c1cccc2)C[N+](=O)[O-]
PNBPIP,1273,O=C(c1ccc(cc1)[N+](=O)[O-])N1CCCCC1
PNOIZA,1317,[O-][N+](=O)c1ccc2n(c1)cc(c2)c1ccccc1
PNOIZB,1322,[O-][N+](=O)c1cccn2c1cc(c2)c1ccccc1
PNOIZD,1145,[O-][N+](=O)c1cccc2c1[nH]cc2c1ccccc1
PNPAUR,1201,O=C(Cc1ccc(cc1)[N+](=O)[O-])NCC(=O)O
POMVAP,1229,COC(=O)/C(=C/c1ccccc1)/C/N=C/c1cccc(c1)[N+](=O)[O-]
PONQOZ,1337,CCOC(=O)c1ccc(c(c1)[N+](=O)[O-])NCC
POQFIM,1830,COc1ccc(cc1)/N=N/c1ccccc1[N+](=O)[O-]
POQFOS,1471,CC(=O)Nc1ccc(c(c1)[N+](=O)[O-])O
PORFUZ,1984,Cc1ccc2c(c1)[n+]([O-])cc(c2)[N+](=O)[O-]
POTGUC,3527,[O-][N+](=O)C1([N+](=O)[O-])[C@H]2C[C@H]3C([C@@H]1C[C@@H](C2([N+](=O)[O-])[N+](=O)[O-])C3)([N+](=O)[O-])[N+](=O)[O-]
POVKOA,1453,Nc1ccc(cc1)/N=C/c1cccc(c1)[N+](=O)[O-]
POWPEX,1237,[O-][N+](=O)c1ccc(cc1)/C=N/c1ccccc1C(=O)N
POZGER,1540,[O-][N+](=O)c1cccc(c1)n1nncc1c1ccccc1
POZQOL,2227,O=C[C@@H]1[C@H]([C@@H]1[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-]
PUBMUU20,4419,[O-][N+](=O)N1[C@@H]2N([C@@H]3[C@H]1N([N+](=O)[O-])[C@@H]1N([C@H]2N([N+](=O)[O-])[C@@H]1N3[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUFMEJ,1949,[O-][N+](=O)c1ccccc1N/N=C/c1ccco1
PUFMOT,1501,CCOc1cc(/C=N/Nc2cccc(c2)[N+](=O)[O-])ccc1O
PUGWIY,1467,COc1ccccc1C(=O)N/N=C/c1cc(O)ccc1[N+](=O)[O-]
PUGYIA,1512,O=Cc1cc(ccc1N1CCCCC1)[N+](=O)[O-]
PUHFEE02,1383,[O-][N+](=O)C[C@]1(O)C(=O)Nc2c1cccc2
PUJLIR,1342,CCOC(=O)c1[nH]nc(c1)C(=O)c1ccc(cc1)[N+](=O)[O-]
PUNDOT,2423,Cc1c([N+](=O)[O-])c(C)cc(c1[N+](=O)[O-])C
PUQQIC,1605,C/C(=N\Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-])/c1cc2ccccc2oc1=O
PUQQOI,1475,O=C1CC(C)(C)CC(=O)C1=NNc1cccc(c1)[N+](=O)[O-]
PUTCEM,2735,[O-][N+](=O)c1cc(cc2c1N=[N+]1[N+]2=Nc2c1cc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCOW,2613,COc1c(cc(c2c1nn(n2)c1cc(cc(c1N)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]
PUTCUC,3128,[O-][N+](=O)c1cc(cc2=[N+]3[N+](=C(C=N3)[N+](=O)[O-])N=c12)[N+](=O)[O-]
PUVSEE,1533,CN(/C=C/1\N=C(OC1=O)c1ccccc1[N+](=O)[O-])C
PUVSOO,2720,[O-][N+](=O)c1ccc2c(c1)cnn2[N+](=O)[O-]
PUWGET,1242,COC(=O)/C(=C(\c1ccccc1)/Nc1ccccc1)/[N+](=O)[O-]
PUWGIX,1297,COC(=O)/C(=C(\c1ccccc1)/N1CCCCC1)/[N+](=O)[O-]
