smiles,BDE_pred,D_pred
O=c1nc([N+](=O)[O-])nc2n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,143,8048
O=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],137,8048
O=c1nc2n(C=N[N+](=O)[O-])nc([N+](=O)[O-])nc-2n1C=N[N+](=O)[O-],135,8048
NN=C1C(=NC=N[N+](=O)[O-])N=C2N(C=N[N+](=O)[O-])C([N+](=O)[O-])=C([N+](=O)[O-])N12,126,8048
Nc1nnc2n(N[N+](=O)[O-])c(=O)c([N+](=O)[O-])c(C=N[N+](=O)[O-])n12,125,8048
NN1C(C=N[N+](=O)[O-])=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C1[N+](=O)[O-],122,8048
Nc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c2n1[N+](=O)[O-],121,8048
Nc1nc([N+](=O)[O-])nc2c1c([N+](=O)[O-])nn2N,229,8047
Nn1ncc2c([N+](=O)[O-])nn([N+](=O)[O-])c2c1=O,225,8047
O=[N+]([O-])N=Cc1nn(C=N[N+](=O)[O-])c2nnc3[nH]nc([N+](=O)[O-])n1-n32,177,8047
Nc1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c(=O)c2nn1[N+](=O)[O-],155,8047
O=c1[nH]c2nc3c(nc2c(=O)n1[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n1nnc(N[N+](=O)[O-])c31,144,8047
Nc1ncc2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1,135,8047
Nc1c(N[N+](=O)[O-])c([N+](=O)[O-])nn2c(N)nnc12,134,8047
O=[N+]([O-])N=CN=c1c2nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],131,8047
Nc1cnc2nnc(N[N+](=O)[O-])n2c1[N+](=O)[O-],127,8047
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc(N[N+](=O)[O-])c2nn[nH]c12,123,8047
Nc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(N)c2n1N[N+](=O)[O-],121,8047
Nn1cnc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc21,121,8047
Nc1n[nH]c2nnc3n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n1-n23,230,8046
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nc1-2,205,8046
Nc1nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,199,8046
O=[N+]([O-])N=CN=c1c2n[nH]nc2c([N+](=O)[O-])nn1C=N[N+](=O)[O-],160,8046
O=c1n([N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])n[nH]c3nc(C=N[N+](=O)[O-])n12,154,8046
O=c1nc2n([N+](=O)[O-])nc([N+](=O)[O-])nc-2c(=O)n1C=N[N+](=O)[O-],145,8046
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])nc2nn([N+](=O)[O-])c(C=N[N+](=O)[O-])c12,140,8046
Nc1nn([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)c12,129,8046
Nn1cnc2c1c(=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],127,8046
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n3c(N[N+](=O)[O-])c([N+](=O)[O-])nc23)[nH]1,127,8046
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])N(C=N[N+](=O)[O-])C(N[N+](=O)[O-])=C(C=N[N+](=O)[O-])C1=C1N=NN=N1,125,8046
O=[N+]([O-])N=CN1C=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],123,8046
Nc1c([N+](=O)[O-])c(=O)n(N)c2nnc([N+](=O)[O-])n12,274,8045
Nn1c(=O)n2c([N+](=O)[O-])nc3c(c([N+](=O)[O-])nn3N)n2c1=O,273,8045
Nc1c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1C=N[N+](=O)[O-],193,8045
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc([N+](=O)[O-])n2cnnc12,164,8045
O=c1c2nc3c(C=N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],158,8045
Nc1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2nnn(N)c12,147,8045
O=c1[nH]c2nc3c(=O)n(N[N+](=O)[O-])c(=O)n([N+](=O)[O-])c3nc2c(=O)n1N[N+](=O)[O-],145,8045
O=c1c2c(nc(C=N[N+](=O)[O-])n1[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],143,8045
O=c1n(C=N[N+](=O)[O-])c(=N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1C=N[N+](=O)[O-],137,8045
Nc1nc([N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])c12,212,8044
Nc1nn2c([N+](=O)[O-])nnc2c(C=N[N+](=O)[O-])c1[N+](=O)[O-],212,8044
Nn1c(=O)c2c([N+](=O)[O-])nn([N+](=O)[O-])c2c(=O)n1C=N[N+](=O)[O-],193,8044
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c12,181,8044
O=[N+]([O-])N=Cc1ncn([N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,161,8044
Nc1c([N+](=O)[O-])[nH]c(=O)n2c(N[N+](=O)[O-])nnc12,146,8044
O=c1n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])n12,146,8044
Nn1c(=O)c([N+](=O)[O-])c(N[N+](=O)[O-])c2n[nH]nc21,140,8044
O=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],137,8044
Nc1c(N[N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])n2c1=O,134,8044
Nc1nc2c(nc([N+](=O)[O-])n3c(N[N+](=O)[O-])c([N+](=O)[O-])nc23)n1C=N[N+](=O)[O-],124,8044
Nc1nc([N+](=O)[O-])c2c(nnn2N[N+](=O)[O-])c1C=N[N+](=O)[O-],120,8044
O=c1n(C=N[N+](=O)[O-])c2ncn([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1C=N[N+](=O)[O-],120,8044
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c(C=N[N+](=O)[O-])nn2c1=O,237,8043
Nc1nc([N+](=O)[O-])c2c([N+](=O)[O-])n[nH]c2n1,202,8043
Nc1nn([N+](=O)[O-])c2c1c(=O)[nH]c(=O)n2[N+](=O)[O-],182,8043
Nn1nc([N+](=O)[O-])c2c(=O)n(C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)c21,170,8043
Nc1c(N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nn2c1=O,166,8043
O=c1n(C=N[N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc([N+](=O)[O-])n12,155,8043
O=[N+]([O-])N=Cc1nc2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1C=N[N+](=O)[O-],133,8043
O=c1[nH]nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])nn([N+](=O)[O-])c12,131,8043
NC1=C([N+](=O)[O-])N(N[N+](=O)[O-])C2=NC(=NC=N[N+](=O)[O-])C(=NC=N[N+](=O)[O-])N21,127,8043
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])c(N)nc2n1,263,8042
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2cnnc12,261,8042
O=[N+]([O-])c1nnc2nncnn12,248,8042
O=[N+]([O-])N=Cc1nc2[nH]c([N+](=O)[O-])nc([N+](=O)[O-])c-2n1,217,8042
Nc1nc2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])c2nc([N+](=O)[O-])c([N+](=O)[O-])n12,191,8042
Nc1c([N+](=O)[O-])n([N+](=O)[O-])c(=O)n2cnnc12,163,8042
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2c1C=N[N+](=O)[O-],154,8042
N=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])[nH]c(=O)n2N[N+](=O)[O-],151,8042
Nc1nc(C=N[N+](=O)[O-])c2c([N+](=O)[O-])nn([N+](=O)[O-])c2n1,136,8042
O=c1c2c([N+](=O)[O-])n[nH]c2n(C=N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],135,8042
O=c1c2c(n(C=N[N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],135,8042
Nc1c(N)n([N+](=O)[O-])c2nc(N[N+](=O)[O-])nn2c1=O,130,8042
O=c1c2[nH]c(=O)n([N+](=O)[O-])c2n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],128,8042
Nc1nc2c(c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2[N+](=O)[O-])n1N,126,8042
Nc1nc2c(c(=NC=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2[N+](=O)[O-])n1N,126,8042
NN=c1c2c(nc(C=N[N+](=O)[O-])n1[N+](=O)[O-])[nH]c(=O)n2[N+](=O)[O-],125,8042
Nc1nc([N+](=O)[O-])c2nc(N)n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1,124,8042
O=[N+]([O-])NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C=C([N+](=O)[O-])N1,120,8042
Nc1cc([N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],308,8041
Nn1nc([N+](=O)[O-])c2cnn([N+](=O)[O-])c2c1=O,235,8041
Nc1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],221,8041
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n1cc([N+](=O)[O-])nc21,205,8041
O=[N+]([O-])N=Cc1nnc2n1c1nnc(C=N[N+](=O)[O-])n1c1nnc([N+](=O)[O-])n21,196,8041
Nc1nc2nn[nH]c2c([N+](=O)[O-])c1N[N+](=O)[O-],154,8041
N=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1N,143,8041
N=c1c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1N,143,8041
Nn1nc([N+](=O)[O-])c2c(=O)n3c([N+](=O)[O-])c(C=N[N+](=O)[O-])n(N[N+](=O)[O-])c3nc21,138,8041
O=[N+]([O-])N=Cc1cnc([N+](=O)[O-])c2nnn([N+](=O)[O-])c12,137,8041
O=c1c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1C=N[N+](=O)[O-],135,8041
Nn1c(=O)c2c(ncn2[N+](=O)[O-])n([N+](=O)[O-])c1=O,131,8041
Nc1nn([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)c12,129,8041
Nc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])nc(C=N[N+](=O)[O-])c12,129,8041
O=c1c2c(nc(C=N[N+](=O)[O-])n1C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],125,8041
Nc1nc([N+](=O)[O-])c2c(nnn2N)c1[N+](=O)[O-],294,8040
Nc1nn(N)c2nc([N+](=O)[O-])nn12,282,8040
Nc1c([N+](=O)[O-])nc2c(nnn2[N+](=O)[O-])c1N,259,8040
O=[N+]([O-])C1=CNC([N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,202,8040
Nn1nc([N+](=O)[O-])nc2c(=O)n([N+](=O)[O-])c(=O)nc1-2,179,8040
Nc1c([N+](=O)[O-])n2nnc([N+](=O)[O-])c2c2nc3c(nc12)c(=O)n(N[N+](=O)[O-])c(=O)n3[N+](=O)[O-],164,8040
Nc1nc(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1,162,8040
Nn1c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n(C=N[N+](=O)[O-])c1=O,162,8040
O=c1c2nc3c(C=N[N+](=O)[O-])c([N+](=O)[O-])n4nnc(C=N[N+](=O)[O-])c4c3nc2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],157,8040
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])c2nnnn2c1N,150,8040
Nn1c(=O)n([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])cnc21,133,8040
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2[nH]c(=O)n1[N+](=O)[O-],129,8040
O=c1c2[nH]c(=O)n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1[N+](=O)[O-],125,8040
Nc1c([N+](=O)[O-])n(N)c(=O)n2c([N+](=O)[O-])nnc12,263,8039
Nc1[nH]nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c12,216,8039
Nc1nc(C=N[N+](=O)[O-])c([N+](=O)[O-])c2nnn([N+](=O)[O-])c12,178,8039
Nc1nonc1C1=NOC(c2nonc2N[N+](=O)[O-])=NO1,177,8039
Nc1c([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])nn2c1=O,176,8039
Nc1nn([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])[nH]c(=O)c12,171,8039
NN=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],159,8039
Nn1nc([N+](=O)[O-])c2c(=O)n3c(N[N+](=O)[O-])c([N+](=O)[O-])n(N[N+](=O)[O-])c3nc21,146,8039
N=c1c2nc([N+](=O)[O-])n(N)c2n(N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],145,8039
Nn1c(N[N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N,123,8039
Nc1cc([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],308,8038
Nc1nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nc1-2,286,8038
Nc1c([N+](=O)[O-])nc2c([N+](=O)[O-])n[nH]c(=O)n12,266,8038
Nn1nc([N+](=O)[O-])c2c(=O)n3c([N+](=O)[O-])c([N+](=O)[O-])n(C=N[N+](=O)[O-])c3nc21,204,8038
O=[N+]([O-])c1cc2n([N+](=O)[O-])ncn2n1,192,8038
O=[N+]([O-])N=Cc1n[nH]c2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,191,8038
Nn1c(=O)n(N[N+](=O)[O-])c(=O)c2[nH]nc([N+](=O)[O-])c21,188,8038
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C([N+](=O)[O-])N1C=N[N+](=O)[O-],170,8038
O=[N+]([O-])C1=NC2=NC([N+](=O)[O-])=NC3=NC([N+](=O)[O-])=NC(=N1)N23,169,8038
O=c1c2nc(C=N[N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],157,8038
O=c1n(C=N[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2nnc(C=N[N+](=O)[O-])n12,152,8038
Nc1nn(N)c2nc3n([N+](=O)[O-])c(N[N+](=O)[O-])c([N+](=O)[O-])n3c(=O)c12,135,8038
Nc1c([N+](=O)[O-])c(N[N+](=O)[O-])nc2nnn(N[N+](=O)[O-])c12,134,8038
O=c1c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],127,8038
NC1=C(N[N+](=O)[O-])N(C=N[N+](=O)[O-])C(C=N[N+](=O)[O-])=C([N+](=O)[O-])C1=C1N=NN=N1,125,8038
Nn1c2nc([N+](=O)[O-])nc-2c(C=N[N+](=O)[O-])nc1[N+](=O)[O-],220,8037
Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])ncnc2c1=NN[N+](=O)[O-],180,8037
Nc1nc2c(c(=O)nc([N+](=O)[O-])n2[N+](=O)[O-])n1C=N[N+](=O)[O-],168,8037
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2n1C=N[N+](=O)[O-],163,8037
O=c1c([N+](=O)[O-])c([N+](=O)[O-])c2nn(C=N[N+](=O)[O-])nc2n1C=N[N+](=O)[O-],162,8037
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])[nH]c(=O)n1[N+](=O)[O-],155,8037
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])[nH]c(=O)n1[N+](=O)[O-],155,8037
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])nn12,155,8037
N=c1[nH]c(=O)n([N+](=O)[O-])c2c1nc([N+](=O)[O-])n2N[N+](=O)[O-],138,8037
NC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C=C([N+](=O)[O-])N1N[N+](=O)[O-],136,8037
O=[N+]([O-])Nc1n[nH]c2cc([N+](=O)[O-])nn12,136,8037
O=[N+]([O-])N=Cc1nc2nnc(C=N[N+](=O)[O-])n2c([N+](=O)[O-])c1[N+](=O)[O-],132,8037
Nn1c(=O)[nH]c2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc21,129,8037
Nc1nc2c(=O)n([N+](=O)[O-])c(=O)n(C=N[N+](=O)[O-])c2n1[N+](=O)[O-],126,8037
O=[N+]([O-])Nc1n[nH]c2c(N[N+](=O)[O-])ncnc12,126,8037
Nn1c(C=N[N+](=O)[O-])nc2c(c1=NN[N+](=O)[O-])n(N)c(=O)n2[N+](=O)[O-],121,8037
Nc1nc2nnn([N+](=O)[O-])c2c(N[N+](=O)[O-])c1N,120,8037
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2nc(C=N[N+](=O)[O-])nn12,191,8036
Nc1nc2c([N+](=O)[O-])nc(N[N+](=O)[O-])n(N)c-2n1,180,8036
NN=c1c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc([N+](=O)[O-])n1C=N[N+](=O)[O-],176,8036
Nc1c(C=N[N+](=O)[O-])c2c(nc([N+](=O)[O-])n3nnnc23)n1[N+](=O)[O-],170,8036
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n(C=N[N+](=O)[O-])nc([N+](=O)[O-])n12,161,8036
O=c1nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c12,141,8036
Nn1c(N[N+](=O)[O-])nc2[nH]nc([N+](=O)[O-])c2c1=O,136,8036
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1N[N+](=O)[O-],125,8036
Nc1nc2c(C=N[N+](=O)[O-])nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n1C=N[N+](=O)[O-],120,8036
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])nn(N)c3nc21,270,8035
Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])c(C=N[N+](=O)[O-])n2n1,182,8035
Nc1c([N+](=O)[O-])nc2n(N[N+](=O)[O-])c(N)nn2c1=O,163,8035
Nc1cn2c([N+](=O)[O-])nnc2n(N[N+](=O)[O-])c1=O,145,8035
O=c1[nH]cc([N+](=O)[O-])c2nnc(N[N+](=O)[O-])n12,133,8035
O=c1c2c(nc(C=N[N+](=O)[O-])n1C=N[N+](=O)[O-])nc([N+](=O)[O-])n2[N+](=O)[O-],129,8035
O=C1N=C2N(N[N+](=O)[O-])C(=O)N=C3N(N[N+](=O)[O-])C(=O)N=C(N1N[N+](=O)[O-])N32,129,8035
O=c1[nH]c(=N[N+](=O)[O-])c2ncn([N+](=O)[O-])c2n1C=N[N+](=O)[O-],124,8035
Nn1c(=O)n([N+](=O)[O-])c(=O)c2ncn([N+](=O)[O-])c21,122,8035
Nn1c([N+](=O)[O-])nc2c(c([N+](=O)[O-])nn2N)c1=O,268,8034
Nc1c([N+](=O)[O-])c2nnc(N)n2c(=O)n1[N+](=O)[O-],241,8034
Nc1nc([N+](=O)[O-])c2nnn(C=N[N+](=O)[O-])c2c1[N+](=O)[O-],217,8034
Nc1nc2c(c(=O)n1N)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],175,8034
O=c1c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n(C=N[N+](=O)[O-])c([N+](=O)[O-])nn12,175,8034
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c21,147,8034
Nn1c(=O)n([N+](=O)[O-])c(=O)c2[nH]c(=O)n([N+](=O)[O-])c21,145,8034
O=c1[nH]c2c(nc(C=N[N+](=O)[O-])n2[N+](=O)[O-])c(=NN[N+](=O)[O-])n1C=N[N+](=O)[O-],137,8034
Nn1c([N+](=O)[O-])nc2c([N+](=O)[O-])nc(C=N[N+](=O)[O-])nc2c1=NN[N+](=O)[O-],134,8034
Nc1nc(N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=NN[N+](=O)[O-])c2n1,132,8034
O=[N+]([O-])N=CN=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc(C=N[N+](=O)[O-])n1C=N[N+](=O)[O-],128,8034
Nc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])n(N)c3nc([N+](=O)[O-])n12,259,8033
Nn1c([N+](=O)[O-])c(C=N[N+](=O)[O-])c(=O)n2nc([N+](=O)[O-])nc12,235,8033
O=c1c2nc3c(N[N+](=O)[O-])c([N+](=O)[O-])n4nnc([N+](=O)[O-])c4c3nc2n(C=N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],148,8033
O=[N+]([O-])N=Cc1cc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1,136,8033
O=C1N=C2N3C(=NC(=O)N([N+](=O)[O-])C3=NC(=O)N2[N+](=O)[O-])N1N[N+](=O)[O-],133,8033
O=c1c2c([nH]c(=O)n2[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],131,8033
Nc1nc2c([nH]c(=O)n2N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1[N+](=O)[O-],123,8033
Nc1nc2c(nc(N)n2[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],122,8033
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=O)c21,264,8032
Nc1nc(C=N[N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1[N+](=O)[O-],213,8032
Nn1nc([N+](=O)[O-])c2c(C=N[N+](=O)[O-])c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc21,209,8032
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])c(C=N[N+](=O)[O-])nc([N+](=O)[O-])n2n1,165,8032
O=[N+]([O-])N=Cc1nnc2c([N+](=O)[O-])cnc([N+](=O)[O-])n12,161,8032
Nc1nn([N+](=O)[O-])c(=O)c2[nH]nc([N+](=O)[O-])c12,157,8032
O=c1c2cnn([N+](=O)[O-])c2nc2n([N+](=O)[O-])c(C=N[N+](=O)[O-])c([N+](=O)[O-])n12,154,8032
Nc1c([N+](=O)[O-])nc2nnc(N[N+](=O)[O-])n2c1N,146,8032
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])n2cnnc2n1[N+](=O)[O-],139,8032
O=[N+]([O-])N=Cc1cc2c(nnn2[N+](=O)[O-])c([N+](=O)[O-])n1,137,8032
O=c1[nH]c2c(nc([N+](=O)[O-])n2C=N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],136,8032
NN=c1c2nc(C=N[N+](=O)[O-])n([N+](=O)[O-])c2n(N)c(=O)n1[N+](=O)[O-],134,8032
Nn1nc([N+](=O)[O-])c2ncnc(N[N+](=O)[O-])c21,131,8032
NN=c1c2c(nc([N+](=O)[O-])n1C=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2C=N[N+](=O)[O-],129,8032
O=c1n(C=N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n(C=N[N+](=O)[O-])c(C=N[N+](=O)[O-])nc2n1N[N+](=O)[O-],124,8032
O=c1c2c(c(C=N[N+](=O)[O-])nn2C=N[N+](=O)[O-])n(C=N[N+](=O)[O-])c(=O)n1[N+](=O)[O-],122,8032
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])c3c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nc21,217,8031
O=c1c(C=N[N+](=O)[O-])c([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nn12,207,8031
Nc1c(N[N+](=O)[O-])nc([N+](=O)[O-])c2[nH]nnc12,174,8031
O=c1n(C=N[N+](=O)[O-])c(=O)n2c3c([N+](=O)[O-])nn([N+](=O)[O-])c3nc(C=N[N+](=O)[O-])n12,158,8031
O=c1[nH]c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1[N+](=O)[O-],150,8031
Nc1nc2c([N+](=O)[O-])nn([N+](=O)[O-])c2c(=O)n1C=N[N+](=O)[O-],149,8031
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2C=N[N+](=O)[O-],143,8031
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2c1nc([N+](=O)[O-])n2C=N[N+](=O)[O-],143,8031
N=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,142,8031
N=c1[nH]c(=O)n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,142,8031
N=c1c2c(nc(N)n1C=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],134,8031
Nc1nc([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c(N)nc12,133,8031
O=[N+]([O-])N=Cc1nc(N[N+](=O)[O-])c2nn[nH]c2c1[N+](=O)[O-],132,8031
Nc1nc([N+](=O)[O-])c2c(nnn2[N+](=O)[O-])c1C=N[N+](=O)[O-],130,8031
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])NC(N[N+](=O)[O-])=C(C=N[N+](=O)[O-])C1=C1N=NN=N1,128,8031
NN=c1c2nc(N[N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1N,126,8031
NN1C(C=N[N+](=O)[O-])=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(C=N[N+](=O)[O-])=C1N[N+](=O)[O-],126,8031
Nc1nc(C=N[N+](=O)[O-])nc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(C=N[N+](=O)[O-])nc12,122,8031
Nc1c([N+](=O)[O-])nc2nnn(N)c2c1[N+](=O)[O-],293,8030
